
Entrez Gene Id	Gene Symbol	Gene Description	GO_RNA_BINDING	GO_PROTEIN_CONTAINING_COMPLEX_BINDING	GO_CYTOSKELETAL_PROTEIN_BINDING	GO_RIBONUCLEOTIDE_BINDING	GO_ADENYL_NUCLEOTIDE_BINDING	GO_STRUCTURAL_MOLECULE_ACTIVITY	GO_CADHERIN_BINDING	GO_TRNA_BINDING	GO_ENZYME_REGULATOR_ACTIVITY	GO_ENZYME_ACTIVATOR_ACTIVITY	GO_CELL_ADHESION_MOLECULE_BINDING	GO_LIGASE_ACTIVITY_FORMING_CARBON_OXYGEN_BONDS	GO_CATALYTIC_ACTIVITY_ACTING_ON_RNA	GO_PROTEIN_DOMAIN_SPECIFIC_BINDING	GO_KINASE_BINDING	GO_NUCLEOSIDE_TRIPHOSPHATASE_REGULATOR_ACTIVITY	GO_TRANSLATION_FACTOR_ACTIVITY_RNA_BINDING	GO_LIGASE_ACTIVITY	GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES	GO_GTPASE_BINDING	GO_TRANSFERASE_ACTIVITY_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS	GO_PROTEIN_C_TERMINUS_BINDING	GO_KINASE_ACTIVITY	GO_GTPASE_REGULATOR_ACTIVITY	GO_ACTIN_BINDING	GO_TRANSLATION_REGULATOR_ACTIVITY_NUCLEIC_ACID_BINDING	GO_IDENTICAL_PROTEIN_BINDING	GO_CATALYTIC_ACTIVITY_ACTING_ON_A_TRNA	GO_TRANSLATION_REGULATOR_ACTIVITY	GO_SIGNALING_RECEPTOR_BINDING	GO_POLY_A_SPECIFIC_RIBONUCLEASE_ACTIVITY	GO_MICROTUBULE_BINDING	GO_MRNA_BINDING	GO_CADHERIN_BINDING_INVOLVED_IN_CELL_CELL_ADHESION	GO_ATPASE_ACTIVITY	GO_PROTEIN_SERINE_THREONINE_PHOSPHATASE_ACTIVITY	GO_SMALL_GTPASE_BINDING	GO_TRANSLATION_ELONGATION_FACTOR_ACTIVITY	GO_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING	GO_SINGLE_STRANDED_RNA_BINDING	GO_ACTIN_FILAMENT_BINDING	GO_SPECTRIN_BINDING	GO_PEPTIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_TUBULIN_BINDING	GO_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	GO_DISORDERED_DOMAIN_SPECIFIC_BINDING	GO_PROTEIN_KINASE_ACTIVITY	GO_OXIDOREDUCTASE_ACTIVITY	GO_EXORIBONUCLEASE_ACTIVITY	GO_PEPTIDASE_ACTIVATOR_ACTIVITY	GO_PHOSPHOTRANSFERASE_ACTIVITY_PHOSPHATE_GROUP_AS_ACCEPTOR	GO_DISULFIDE_OXIDOREDUCTASE_ACTIVITY	GO_MOTOR_ACTIVITY	GO_SULFUR_COMPOUND_BINDING	GO_CYSTEINE_TYPE_PEPTIDASE_ACTIVITY	GO_TAU_PROTEIN_BINDING	GO_PROTEIN_DIMERIZATION_ACTIVITY	GO_AMIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_TRANSCRIPTION_FACTOR_BINDING	GO_TRANSLATION_INITIATION_FACTOR_ACTIVITY	GO_HELICASE_ACTIVITY	GO_3_5_EXONUCLEASE_ACTIVITY	GO_EXONUCLEASE_ACTIVITY_ACTIVE_WITH_EITHER_RIBO_OR_DEOXYRIBONUCLEIC_ACIDS_AND_PRODUCING_5_PHOSPHOMONOESTERS	GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_SULFUR_GROUP_OF_DONORS	GO_RAB_GTPASE_BINDING	GO_CELL_ADHESION_MEDIATOR_ACTIVITY	GO_PROTEIN_HETERODIMERIZATION_ACTIVITY	GO_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY	GO_MANGANESE_ION_BINDING	GO_STRUCTURAL_CONSTITUENT_OF_RIBOSOME	GO_COLLAGEN_BINDING	GO_RAC_GTPASE_BINDING	GO_FLAVIN_ADENINE_DINUCLEOTIDE_BINDING	GO_CALCIUM_DEPENDENT_PROTEIN_BINDING	GO_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY	GO_EXONUCLEASE_ACTIVITY	GO_GUANYL_NUCLEOTIDE_BINDING	GO_CHROMATIN_BINDING	GO_GLYCOSAMINOGLYCAN_BINDING	GO_PHOSPHATASE_REGULATOR_ACTIVITY	GO_MONOOXYGENASE_ACTIVITY	GO_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	GO_CHAPERONE_BINDING	GO_PRIMARY_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_DNA_DEPENDENT_ATPASE_ACTIVITY	GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H	GO_ELECTRON_TRANSFER_ACTIVITY	GO_RIBONUCLEASE_ACTIVITY	GO_SINGLE_STRANDED_DNA_BINDING	GO_RAS_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY	GO_PHOSPHATASE_ACTIVITY	GO_UNFOLDED_PROTEIN_BINDING	GO_TRANSCRIPTION_COREGULATOR_ACTIVITY	GO_SH3_DOMAIN_BINDING	GO_PROTEASE_BINDING	GO_HYDROLASE_ACTIVITY_ACTING_ON_ESTER_BONDS
5339	PLEC	plectin [Source:HGNC Symbol;Acc:HGNC:9069]	GO_RNA_BINDING		GO_CYTOSKELETAL_PROTEIN_BINDING			GO_STRUCTURAL_MOLECULE_ACTIVITY	GO_CADHERIN_BINDING				GO_CELL_ADHESION_MOLECULE_BINDING														GO_ACTIN_BINDING																																																																							
2317	FLNB	filamin B [Source:HGNC Symbol;Acc:HGNC:3755]	GO_RNA_BINDING		GO_CYTOSKELETAL_PROTEIN_BINDING				GO_CADHERIN_BINDING				GO_CELL_ADHESION_MOLECULE_BINDING														GO_ACTIN_BINDING		GO_IDENTICAL_PROTEIN_BINDING																																																																					
833	CARS1	cysteinyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:1493]	GO_RNA_BINDING			GO_RIBONUCLEOTIDE_BINDING	GO_ADENYL_NUCLEOTIDE_BINDING			GO_TRNA_BINDING				GO_LIGASE_ACTIVITY_FORMING_CARBON_OXYGEN_BONDS	GO_CATALYTIC_ACTIVITY_ACTING_ON_RNA					GO_LIGASE_ACTIVITY									GO_IDENTICAL_PROTEIN_BINDING	GO_CATALYTIC_ACTIVITY_ACTING_ON_A_TRNA																																																																				
4141	MARS1	methionyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:6898]	GO_RNA_BINDING			GO_RIBONUCLEOTIDE_BINDING	GO_ADENYL_NUCLEOTIDE_BINDING			GO_TRNA_BINDING				GO_LIGASE_ACTIVITY_FORMING_CARBON_OXYGEN_BONDS	GO_CATALYTIC_ACTIVITY_ACTING_ON_RNA					GO_LIGASE_ACTIVITY										GO_CATALYTIC_ACTIVITY_ACTING_ON_A_TRNA																																																																				
11325	DDX42	DEAD-box helicase 42 [Source:HGNC Symbol;Acc:HGNC:18676]	GO_RNA_BINDING			GO_RIBONUCLEOTIDE_BINDING	GO_ADENYL_NUCLEOTIDE_BINDING								GO_CATALYTIC_ACTIVITY_ACTING_ON_RNA						GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES																GO_ATPASE_ACTIVITY																										GO_HELICASE_ACTIVITY																																			
8899	PRPF4B	pre-mRNA processing factor 4B [Source:HGNC Symbol;Acc:HGNC:17346]	GO_RNA_BINDING			GO_RIBONUCLEOTIDE_BINDING	GO_ADENYL_NUCLEOTIDE_BINDING																GO_TRANSFERASE_ACTIVITY_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS		GO_KINASE_ACTIVITY																								GO_PROTEIN_KINASE_ACTIVITY																																			GO_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY														
1915	EEF1A1	eukaryotic translation elongation factor 1 alpha 1 [Source:HGNC Symbol;Acc:HGNC:3189]	GO_RNA_BINDING			GO_RIBONUCLEOTIDE_BINDING				GO_TRNA_BINDING							GO_KINASE_BINDING		GO_TRANSLATION_FACTOR_ACTIVITY_RNA_BINDING		GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES							GO_TRANSLATION_REGULATOR_ACTIVITY_NUCLEIC_ACID_BINDING			GO_TRANSLATION_REGULATOR_ACTIVITY									GO_TRANSLATION_ELONGATION_FACTOR_ACTIVITY																																							GO_GUANYL_NUCLEOTIDE_BINDING																			
7284	TUFM	Tu translation elongation factor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:12420]	GO_RNA_BINDING			GO_RIBONUCLEOTIDE_BINDING													GO_TRANSLATION_FACTOR_ACTIVITY_RNA_BINDING		GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES							GO_TRANSLATION_REGULATOR_ACTIVITY_NUCLEIC_ACID_BINDING			GO_TRANSLATION_REGULATOR_ACTIVITY									GO_TRANSLATION_ELONGATION_FACTOR_ACTIVITY																																							GO_GUANYL_NUCLEOTIDE_BINDING																			
1213	CLTC	clathrin heavy chain [Source:HGNC Symbol;Acc:HGNC:2092]	GO_RNA_BINDING					GO_STRUCTURAL_MOLECULE_ACTIVITY								GO_PROTEIN_DOMAIN_SPECIFIC_BINDING	GO_KINASE_BINDING															GO_SIGNALING_RECEPTOR_BINDING																GO_DISORDERED_DOMAIN_SPECIFIC_BINDING																																																	GO_PROTEASE_BINDING	
