
Entrez Gene Id	Gene Symbol	Gene Description	GO_HINDBRAIN_DEVELOPMENT	GO_NEURON_MIGRATION	GO_CELLULAR_MACROMOLECULE_LOCALIZATION	GO_DNA_DEALKYLATION	GO_POSITIVE_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	GO_TELENCEPHALON_DEVELOPMENT	GO_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	GO_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	GO_RECEPTOR_CLUSTERING	GO_INTRACELLULAR_TRANSPORT	GO_DEMETHYLATION	GO_REGULATION_OF_PROTEIN_LOCALIZATION	GO_FOREBRAIN_DEVELOPMENT	GO_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	GO_CELL_MORPHOGENESIS	GO_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	GO_LOCALIZATION_WITHIN_MEMBRANE	GO_INTRACELLULAR_PROTEIN_TRANSPORT	GO_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	GO_REGULATION_OF_CELL_MORPHOGENESIS	GO_RESPONSE_TO_CYTOKINE	GO_METENCEPHALON_DEVELOPMENT	GO_CEREBRAL_CORTEX_DEVELOPMENT	GO_DNA_MODIFICATION	GO_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION	GO_DNA_REPAIR	GO_NEGATIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS	GO_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_MOVEMENT	GO_ACTIN_FILAMENT_BASED_MOVEMENT	GO_POSITIVE_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	GO_MALE_SEX_DIFFERENTIATION	GO_PALLIUM_DEVELOPMENT	GO_POSTSYNAPSE_ORGANIZATION	GO_REGULATION_OF_PEPTIDE_TRANSPORT	GO_CELL_JUNCTION_ORGANIZATION	GO_NEGATIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	GO_PROTEIN_STABILIZATION	GO_RESPONSE_TO_BIOTIC_STIMULUS	GO_SECRETION	GO_POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS	GO_RESPONSE_TO_INTERFERON_GAMMA	GO_RESPONSE_TO_INTERLEUKIN_1	GO_HEAD_DEVELOPMENT	GO_POSITIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE	GO_ACTIN_FILAMENT_BASED_PROCESS	GO_REGULATION_OF_CELL_SUBSTRATE_ADHESION	GO_EPITHELIAL_CELL_DEVELOPMENT	GO_POSITIVE_REGULATION_OF_PEPTIDE_SECRETION	GO_DEVELOPMENT_OF_PRIMARY_SEXUAL_CHARACTERISTICS	GO_CELL_MOTILITY	GO_CELLULAR_RESPONSE_TO_DNA_DAMAGE_STIMULUS	GO_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	GO_EXOCYTOSIS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER	GO_DNA_METABOLIC_PROCESS	GO_POSITIVE_REGULATION_OF_TRANSPORT	GO_PROTEIN_LOCALIZATION_TO_NUCLEUS	GO_SEX_DIFFERENTIATION	GO_DEVELOPMENTAL_PROCESS_INVOLVED_IN_REPRODUCTION	GO_REGULATION_OF_PROTEIN_STABILITY	GO_REGULATION_OF_CATABOLIC_PROCESS	GO_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	GO_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT	GO_POSITIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	GO_RESPONSE_TO_TUMOR_NECROSIS_FACTOR	GO_NEGATIVE_REGULATION_OF_CATABOLIC_PROCESS	GO_ERK1_AND_ERK2_CASCADE	GO_REGULATION_OF_CELLULAR_COMPONENT_MOVEMENT	GO_NUCLEAR_TRANSPORT	GO_CELL_SUBSTRATE_ADHESION	GO_REGULATION_OF_DNA_METABOLIC_PROCESS	GO_POSITIVE_REGULATION_OF_SECRETION	GO_REGULATION_OF_ANATOMICAL_STRUCTURE_MORPHOGENESIS	GO_DEFENSE_RESPONSE_TO_OTHER_ORGANISM	GO_NEGATIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	GO_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS	GO_MUSCLE_TISSUE_DEVELOPMENT	GO_POSITIVE_REGULATION_OF_CELL_ADHESION	GO_REGULATION_OF_PEPTIDE_SECRETION	GO_SYNAPSE_ORGANIZATION	GO_CELL_JUNCTION_ASSEMBLY	GO_ORGANONITROGEN_COMPOUND_CATABOLIC_PROCESS	GO_REPRODUCTIVE_SYSTEM_DEVELOPMENT	GO_NEGATIVE_REGULATION_OF_RNA_BIOSYNTHETIC_PROCESS	GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_CYTOSKELETON_ORGANIZATION
2316	FLNA	filamin A [Source:HGNC Symbol;Acc:HGNC:3754]	GO_HINDBRAIN_DEVELOPMENT	GO_NEURON_MIGRATION	GO_CELLULAR_MACROMOLECULE_LOCALIZATION		GO_POSITIVE_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	GO_TELENCEPHALON_DEVELOPMENT	GO_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	GO_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	GO_RECEPTOR_CLUSTERING	GO_INTRACELLULAR_TRANSPORT		GO_REGULATION_OF_PROTEIN_LOCALIZATION	GO_FOREBRAIN_DEVELOPMENT	GO_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	GO_CELL_MORPHOGENESIS	GO_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	GO_LOCALIZATION_WITHIN_MEMBRANE	GO_INTRACELLULAR_PROTEIN_TRANSPORT	GO_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	GO_REGULATION_OF_CELL_MORPHOGENESIS			GO_CEREBRAL_CORTEX_DEVELOPMENT		GO_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION		GO_NEGATIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS	GO_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_MOVEMENT	GO_ACTIN_FILAMENT_BASED_MOVEMENT	GO_POSITIVE_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	GO_MALE_SEX_DIFFERENTIATION	GO_PALLIUM_DEVELOPMENT		GO_REGULATION_OF_PEPTIDE_TRANSPORT	GO_CELL_JUNCTION_ORGANIZATION	GO_NEGATIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	GO_PROTEIN_STABILIZATION	GO_RESPONSE_TO_BIOTIC_STIMULUS	GO_SECRETION				GO_HEAD_DEVELOPMENT		GO_ACTIN_FILAMENT_BASED_PROCESS	GO_REGULATION_OF_CELL_SUBSTRATE_ADHESION	GO_EPITHELIAL_CELL_DEVELOPMENT		GO_DEVELOPMENT_OF_PRIMARY_SEXUAL_CHARACTERISTICS	GO_CELL_MOTILITY		GO_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	GO_EXOCYTOSIS	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER		GO_POSITIVE_REGULATION_OF_TRANSPORT	GO_PROTEIN_LOCALIZATION_TO_NUCLEUS	GO_SEX_DIFFERENTIATION	GO_DEVELOPMENTAL_PROCESS_INVOLVED_IN_REPRODUCTION	GO_REGULATION_OF_PROTEIN_STABILITY	GO_REGULATION_OF_CATABOLIC_PROCESS	GO_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	GO_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT	GO_POSITIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION		GO_NEGATIVE_REGULATION_OF_CATABOLIC_PROCESS		GO_REGULATION_OF_CELLULAR_COMPONENT_MOVEMENT	GO_NUCLEAR_TRANSPORT	GO_CELL_SUBSTRATE_ADHESION			GO_REGULATION_OF_ANATOMICAL_STRUCTURE_MORPHOGENESIS	GO_DEFENSE_RESPONSE_TO_OTHER_ORGANISM	GO_NEGATIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	GO_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS		GO_POSITIVE_REGULATION_OF_CELL_ADHESION			GO_CELL_JUNCTION_ASSEMBLY	GO_ORGANONITROGEN_COMPOUND_CATABOLIC_PROCESS	GO_REPRODUCTIVE_SYSTEM_DEVELOPMENT	GO_NEGATIVE_REGULATION_OF_RNA_BIOSYNTHETIC_PROCESS		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_CYTOSKELETON_ORGANIZATION
1399	CRKL	CRK like proto-oncogene, adaptor protein [Source:HGNC Symbol;Acc:HGNC:2363]	GO_HINDBRAIN_DEVELOPMENT	GO_NEURON_MIGRATION	GO_CELLULAR_MACROMOLECULE_LOCALIZATION		GO_POSITIVE_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	GO_TELENCEPHALON_DEVELOPMENT	GO_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	GO_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	GO_RECEPTOR_CLUSTERING			GO_REGULATION_OF_PROTEIN_LOCALIZATION	GO_FOREBRAIN_DEVELOPMENT		GO_CELL_MORPHOGENESIS			GO_LOCALIZATION_WITHIN_MEMBRANE		GO_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	GO_REGULATION_OF_CELL_MORPHOGENESIS	GO_RESPONSE_TO_CYTOKINE	GO_METENCEPHALON_DEVELOPMENT	GO_CEREBRAL_CORTEX_DEVELOPMENT		GO_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION			GO_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_MOVEMENT		GO_POSITIVE_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	GO_MALE_SEX_DIFFERENTIATION	GO_PALLIUM_DEVELOPMENT	GO_POSTSYNAPSE_ORGANIZATION		GO_CELL_JUNCTION_ORGANIZATION								GO_HEAD_DEVELOPMENT	GO_POSITIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE		GO_REGULATION_OF_CELL_SUBSTRATE_ADHESION			GO_DEVELOPMENT_OF_PRIMARY_SEXUAL_CHARACTERISTICS	GO_CELL_MOTILITY		GO_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS						GO_SEX_DIFFERENTIATION	GO_DEVELOPMENTAL_PROCESS_INVOLVED_IN_REPRODUCTION			GO_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	GO_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT	GO_POSITIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION			GO_ERK1_AND_ERK2_CASCADE	GO_REGULATION_OF_CELLULAR_COMPONENT_MOVEMENT		GO_CELL_SUBSTRATE_ADHESION			GO_REGULATION_OF_ANATOMICAL_STRUCTURE_MORPHOGENESIS		GO_NEGATIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS			GO_POSITIVE_REGULATION_OF_CELL_ADHESION		GO_SYNAPSE_ORGANIZATION	GO_CELL_JUNCTION_ASSEMBLY		GO_REPRODUCTIVE_SYSTEM_DEVELOPMENT			GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	
4628	MYH10	myosin heavy chain 10 [Source:HGNC Symbol;Acc:HGNC:7568]	GO_HINDBRAIN_DEVELOPMENT	GO_NEURON_MIGRATION				GO_TELENCEPHALON_DEVELOPMENT	GO_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION			GO_INTRACELLULAR_TRANSPORT		GO_REGULATION_OF_PROTEIN_LOCALIZATION	GO_FOREBRAIN_DEVELOPMENT	GO_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	GO_CELL_MORPHOGENESIS						GO_REGULATION_OF_CELL_MORPHOGENESIS		GO_METENCEPHALON_DEVELOPMENT							GO_ACTIN_FILAMENT_BASED_MOVEMENT				GO_POSTSYNAPSE_ORGANIZATION	GO_REGULATION_OF_PEPTIDE_TRANSPORT	GO_CELL_JUNCTION_ORGANIZATION				GO_SECRETION				GO_HEAD_DEVELOPMENT		GO_ACTIN_FILAMENT_BASED_PROCESS			GO_POSITIVE_REGULATION_OF_PEPTIDE_SECRETION		GO_CELL_MOTILITY			GO_EXOCYTOSIS			GO_POSITIVE_REGULATION_OF_TRANSPORT							GO_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT									GO_POSITIVE_REGULATION_OF_SECRETION	GO_REGULATION_OF_ANATOMICAL_STRUCTURE_MORPHOGENESIS				GO_MUSCLE_TISSUE_DEVELOPMENT		GO_REGULATION_OF_PEPTIDE_SECRETION	GO_SYNAPSE_ORGANIZATION							GO_CYTOSKELETON_ORGANIZATION
54890	ALKBH5	alkB homolog 5, RNA demethylase [Source:HGNC Symbol;Acc:HGNC:25996]			GO_CELLULAR_MACROMOLECULE_LOCALIZATION	GO_DNA_DEALKYLATION						GO_INTRACELLULAR_TRANSPORT	GO_DEMETHYLATION								GO_INTRACELLULAR_PROTEIN_TRANSPORT						GO_DNA_MODIFICATION		GO_DNA_REPAIR																									GO_CELLULAR_RESPONSE_TO_DNA_DAMAGE_STIMULUS				GO_DNA_METABOLIC_PROCESS				GO_DEVELOPMENTAL_PROCESS_INVOLVED_IN_REPRODUCTION		GO_REGULATION_OF_CATABOLIC_PROCESS								GO_NUCLEAR_TRANSPORT																		
9590	AKAP12	A-kinase anchoring protein 12 [Source:HGNC Symbol;Acc:HGNC:370]			GO_CELLULAR_MACROMOLECULE_LOCALIZATION							GO_INTRACELLULAR_TRANSPORT		GO_REGULATION_OF_PROTEIN_LOCALIZATION		GO_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION		GO_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY			GO_INTRACELLULAR_PROTEIN_TRANSPORT			GO_RESPONSE_TO_CYTOKINE							GO_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_MOVEMENT						GO_REGULATION_OF_PEPTIDE_TRANSPORT				GO_RESPONSE_TO_BIOTIC_STIMULUS	GO_SECRETION			GO_RESPONSE_TO_INTERLEUKIN_1		GO_POSITIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE				GO_POSITIVE_REGULATION_OF_PEPTIDE_SECRETION		GO_CELL_MOTILITY		GO_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS		GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER		GO_POSITIVE_REGULATION_OF_TRANSPORT								GO_POSITIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	GO_RESPONSE_TO_TUMOR_NECROSIS_FACTOR		GO_ERK1_AND_ERK2_CASCADE	GO_REGULATION_OF_CELLULAR_COMPONENT_MOVEMENT				GO_POSITIVE_REGULATION_OF_SECRETION							GO_REGULATION_OF_PEPTIDE_SECRETION						GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION	GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	
1939	EIF2D	eukaryotic translation initiation factor 2D [Source:HGNC Symbol;Acc:HGNC:6583]			GO_CELLULAR_MACROMOLECULE_LOCALIZATION							GO_INTRACELLULAR_TRANSPORT									GO_INTRACELLULAR_PROTEIN_TRANSPORT																																																																					
2634	GBP2	guanylate binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4183]			GO_CELLULAR_MACROMOLECULE_LOCALIZATION																			GO_RESPONSE_TO_CYTOKINE																	GO_RESPONSE_TO_BIOTIC_STIMULUS			GO_RESPONSE_TO_INTERFERON_GAMMA	GO_RESPONSE_TO_INTERLEUKIN_1															GO_PROTEIN_LOCALIZATION_TO_NUCLEUS								GO_RESPONSE_TO_TUMOR_NECROSIS_FACTOR									GO_DEFENSE_RESPONSE_TO_OTHER_ORGANISM													
7874	USP7	ubiquitin specific peptidase 7 [Source:HGNC Symbol;Acc:HGNC:12630]				GO_DNA_DEALKYLATION							GO_DEMETHYLATION						GO_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY								GO_DNA_MODIFICATION		GO_DNA_REPAIR	GO_NEGATIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS									GO_NEGATIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	GO_PROTEIN_STABILIZATION			GO_POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS											GO_CELLULAR_RESPONSE_TO_DNA_DAMAGE_STIMULUS				GO_DNA_METABOLIC_PROCESS					GO_REGULATION_OF_PROTEIN_STABILITY	GO_REGULATION_OF_CATABOLIC_PROCESS					GO_NEGATIVE_REGULATION_OF_CATABOLIC_PROCESS					GO_REGULATION_OF_DNA_METABOLIC_PROCESS				GO_NEGATIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	GO_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS						GO_ORGANONITROGEN_COMPOUND_CATABOLIC_PROCESS					
2317	FLNB	filamin B [Source:HGNC Symbol;Acc:HGNC:3755]							GO_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION								GO_CELL_MORPHOGENESIS							GO_RESPONSE_TO_CYTOKINE																	GO_RESPONSE_TO_BIOTIC_STIMULUS			GO_RESPONSE_TO_INTERFERON_GAMMA				GO_ACTIN_FILAMENT_BASED_PROCESS		GO_EPITHELIAL_CELL_DEVELOPMENT																											GO_DEFENSE_RESPONSE_TO_OTHER_ORGANISM			GO_MUSCLE_TISSUE_DEVELOPMENT										GO_CYTOSKELETON_ORGANIZATION
