
Entrez Gene Id	Gene Symbol	Gene Description	REACTOME_SEPARATION_OF_SISTER_CHROMATIDS	REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE	REACTOME_CELL_CYCLE_MITOTIC	REACTOME_M_PHASE	REACTOME_CELL_CYCLE	REACTOME_MITOTIC_PROMETAPHASE	REACTOME_DISEASE	REACTOME_INFECTIOUS_DISEASE	REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53	REACTOME_GLUCOSE_METABOLISM	REACTOME_HIV_INFECTION	REACTOME_SIGNALING_BY_INTERLEUKINS	REACTOME_MITOTIC_SPINDLE_CHECKPOINT	REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION	REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	REACTOME_CELL_CYCLE_CHECKPOINTS	REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS	REACTOME_PTEN_REGULATION	REACTOME_RHO_GTPASES_ACTIVATE_FORMINS	REACTOME_GLUCONEOGENESIS	REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS	REACTOME_HIV_LIFE_CYCLE	REACTOME_REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION	REACTOME_REGULATION_OF_TP53_ACTIVITY	REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	REACTOME_S_PHASE	REACTOME_TRNA_AMINOACYLATION	REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	REACTOME_METABOLISM_OF_RNA	REACTOME_MITOTIC_G2_G2_M_PHASES	REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION_	REACTOME_DUAL_INCISION_IN_TC_NER	REACTOME_SIGNALING_BY_RHO_GTPASES	REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY	REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME	REACTOME_INTERLEUKIN_17_SIGNALING	REACTOME_GLYCOLYSIS	REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY	REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY	REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER_	REACTOME_SIGNALING_BY_MET	REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT	REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES	REACTOME_TOLL_LIKE_RECEPTOR_10_TLR10_CASCADE	REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX	REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS	REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE	REACTOME_FLT3_SIGNALING	REACTOME_METABOLISM_OF_CARBOHYDRATES	REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE_	REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE	REACTOME_TRANSLATION	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	REACTOME_INTERLEUKIN_1_SIGNALING	REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS	REACTOME_NUCLEOTIDE_EXCISION_REPAIR	REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING	REACTOME_RHO_GTPASE_EFFECTORS	REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	REACTOME_MAPK_FAMILY_SIGNALING_CASCADES	REACTOME_NONSENSE_MEDIATED_DECAY_NMD_	REACTOME_MEMBRANE_TRAFFICKING	REACTOME_SELENOAMINO_ACID_METABOLISM	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2	REACTOME_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE	REACTOME_DNA_REPLICATION	REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	REACTOME_SIGNALING_BY_NTRKS	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING	REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS	REACTOME_MITOTIC_PROPHASE	REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION	REACTOME_VESICLE_MEDIATED_TRANSPORT	REACTOME_TOLL_LIKE_RECEPTOR_CASCADES	REACTOME_DEVELOPMENTAL_BIOLOGY	REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING	REACTOME_ADAPTIVE_IMMUNE_SYSTEM	REACTOME_RRNA_PROCESSING	REACTOME_SIGNALING_BY_ROBO_RECEPTORS	REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES	REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1
5905	RANGAP1	Ran GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:9854]	REACTOME_SEPARATION_OF_SISTER_CHROMATIDS	REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE	REACTOME_CELL_CYCLE_MITOTIC	REACTOME_M_PHASE	REACTOME_CELL_CYCLE	REACTOME_MITOTIC_PROMETAPHASE	REACTOME_DISEASE	REACTOME_INFECTIOUS_DISEASE	REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION			REACTOME_HIV_INFECTION		REACTOME_MITOTIC_SPINDLE_CHECKPOINT				REACTOME_CELL_CYCLE_CHECKPOINTS			REACTOME_RHO_GTPASES_ACTIVATE_FORMINS			REACTOME_HIV_LIFE_CYCLE											REACTOME_SIGNALING_BY_RHO_GTPASES							REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY																					REACTOME_RHO_GTPASE_EFFECTORS									REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS			REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION																
5515	PPP2CA	protein phosphatase 2 catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9299]	REACTOME_SEPARATION_OF_SISTER_CHROMATIDS	REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE	REACTOME_CELL_CYCLE_MITOTIC	REACTOME_M_PHASE	REACTOME_CELL_CYCLE	REACTOME_MITOTIC_PROMETAPHASE	REACTOME_DISEASE		REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53	REACTOME_GLUCOSE_METABOLISM		REACTOME_SIGNALING_BY_INTERLEUKINS	REACTOME_MITOTIC_SPINDLE_CHECKPOINT	REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION	REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	REACTOME_CELL_CYCLE_CHECKPOINTS	REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS		REACTOME_RHO_GTPASES_ACTIVATE_FORMINS				REACTOME_REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION	REACTOME_REGULATION_OF_TP53_ACTIVITY	REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM				REACTOME_METABOLISM_OF_RNA	REACTOME_MITOTIC_G2_G2_M_PHASES	REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION_		REACTOME_SIGNALING_BY_RHO_GTPASES			REACTOME_INTERLEUKIN_17_SIGNALING	REACTOME_GLYCOLYSIS			REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY					REACTOME_TOLL_LIKE_RECEPTOR_10_TLR10_CASCADE	REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX		REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE	REACTOME_FLT3_SIGNALING	REACTOME_METABOLISM_OF_CARBOHYDRATES	REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE_	REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE									REACTOME_RHO_GTPASE_EFFECTORS		REACTOME_MAPK_FAMILY_SIGNALING_CASCADES	REACTOME_NONSENSE_MEDIATED_DECAY_NMD_				REACTOME_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE			REACTOME_SIGNALING_BY_NTRKS					REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS	REACTOME_MITOTIC_PROPHASE	REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION		REACTOME_TOLL_LIKE_RECEPTOR_CASCADES				REACTOME_ADAPTIVE_IMMUNE_SYSTEM				REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT	
5347	PLK1	polo like kinase 1 [Source:HGNC Symbol;Acc:HGNC:9077]	REACTOME_SEPARATION_OF_SISTER_CHROMATIDS	REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE	REACTOME_CELL_CYCLE_MITOTIC	REACTOME_M_PHASE	REACTOME_CELL_CYCLE	REACTOME_MITOTIC_PROMETAPHASE			REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION					REACTOME_MITOTIC_SPINDLE_CHECKPOINT	REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION			REACTOME_CELL_CYCLE_CHECKPOINTS			REACTOME_RHO_GTPASES_ACTIVATE_FORMINS											REACTOME_MITOTIC_G2_G2_M_PHASES			REACTOME_SIGNALING_BY_RHO_GTPASES						REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1				REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT				REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS														REACTOME_RHO_GTPASE_EFFECTORS																REACTOME_MITOTIC_PROPHASE												
113130	CDCA5	cell division cycle associated 5 [Source:HGNC Symbol;Acc:HGNC:14626]	REACTOME_SEPARATION_OF_SISTER_CHROMATIDS	REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE	REACTOME_CELL_CYCLE_MITOTIC	REACTOME_M_PHASE	REACTOME_CELL_CYCLE	REACTOME_MITOTIC_PROMETAPHASE			REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION																			REACTOME_S_PHASE																																																															
5719	PSMD13	proteasome 26S subunit, non-ATPase 13 [Source:HGNC Symbol;Acc:HGNC:9558]	REACTOME_SEPARATION_OF_SISTER_CHROMATIDS	REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE	REACTOME_CELL_CYCLE_MITOTIC	REACTOME_M_PHASE	REACTOME_CELL_CYCLE		REACTOME_DISEASE	REACTOME_INFECTIOUS_DISEASE				REACTOME_HIV_INFECTION	REACTOME_SIGNALING_BY_INTERLEUKINS			REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION		REACTOME_CELL_CYCLE_CHECKPOINTS	REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS	REACTOME_PTEN_REGULATION							REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	REACTOME_S_PHASE		REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	REACTOME_METABOLISM_OF_RNA	REACTOME_MITOTIC_G2_G2_M_PHASES				REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY				REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY	REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1				REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT			REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX	REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS		REACTOME_FLT3_SIGNALING						REACTOME_INTERLEUKIN_1_SIGNALING	REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION					REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	REACTOME_MAPK_FAMILY_SIGNALING_CASCADES				REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2		REACTOME_DNA_REPLICATION	REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS		REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING		REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS		REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION			REACTOME_DEVELOPMENTAL_BIOLOGY	REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING	REACTOME_ADAPTIVE_IMMUNE_SYSTEM		REACTOME_SIGNALING_BY_ROBO_RECEPTORS	REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES	REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1
9700	ESPL1	extra spindle pole bodies like 1, separase [Source:HGNC Symbol;Acc:HGNC:16856]	REACTOME_SEPARATION_OF_SISTER_CHROMATIDS	REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE	REACTOME_CELL_CYCLE_MITOTIC	REACTOME_M_PHASE	REACTOME_CELL_CYCLE																																																																																						
23397	NCAPH	non-SMC condensin I complex subunit H [Source:HGNC Symbol;Acc:HGNC:1112]			REACTOME_CELL_CYCLE_MITOTIC	REACTOME_M_PHASE	REACTOME_CELL_CYCLE	REACTOME_MITOTIC_PROMETAPHASE																																																																																					
5981	RFC1	replication factor C subunit 1 [Source:HGNC Symbol;Acc:HGNC:9969]			REACTOME_CELL_CYCLE_MITOTIC		REACTOME_CELL_CYCLE																							REACTOME_S_PHASE						REACTOME_DUAL_INCISION_IN_TC_NER									REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER_																		REACTOME_NUCLEOTIDE_EXCISION_REPAIR										REACTOME_DNA_REPLICATION																				
6878	TAF6	TATA-box binding protein associated factor 6 [Source:HGNC Symbol;Acc:HGNC:11540]							REACTOME_DISEASE	REACTOME_INFECTIOUS_DISEASE		REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53		REACTOME_HIV_INFECTION				REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION								REACTOME_HIV_LIFE_CYCLE		REACTOME_REGULATION_OF_TP53_ACTIVITY											REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME									REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES																																													
