
Entrez Gene Id	Gene Symbol	Gene Description	GO_ANCHORING_JUNCTION	GO_DISTAL_AXON	GO_SECRETORY_VESICLE	GO_VACUOLAR_MEMBRANE	GO_RIBBON_SYNAPSE	GO_CORTICAL_ACTIN_CYTOSKELETON	GO_VACUOLE	GO_VESICLE_MEMBRANE	GO_ACTIN_CYTOSKELETON	GO_PLASMA_MEMBRANE_REGION	GO_WHOLE_MEMBRANE	GO_PIGMENT_GRANULE	GO_CORTICAL_CYTOSKELETON	GO_SYNAPSE	GO_CELL_CORTEX	GO_RETROMER_COMPLEX	GO_FICOLIN_1_RICH_GRANULE	GO_VESICLE_LUMEN	GO_AXON	GO_FILAMENTOUS_ACTIN	GO_TRANSPORT_VESICLE	GO_CELL_SUBSTRATE_JUNCTION	GO_COATED_VESICLE_MEMBRANE	GO_CYTOPLASMIC_SIDE_OF_MEMBRANE	GO_SITE_OF_POLARIZED_GROWTH	GO_SECRETORY_GRANULE	GO_SUPRAMOLECULAR_COMPLEX	GO_CELL_CELL_JUNCTION	GO_NEURON_PROJECTION	GO_VESICLE_COAT	GO_MYOSIN_COMPLEX	GO_ENDOSOME	GO_SUPRAMOLECULAR_POLYMER	GO_SIDE_OF_MEMBRANE	GO_COATED_VESICLE	GO_SARCOPLASM	GO_MEMBRANE_COAT	GO_PERINUCLEAR_REGION_OF_CYTOPLASM	GO_APICAL_PLASMA_MEMBRANE	GO_BRUSH_BORDER	GO_POLYMERIC_CYTOSKELETAL_FIBER	GO_GOLGI_ASSOCIATED_VESICLE_MEMBRANE	GO_ACTIN_FILAMENT	GO_CLATHRIN_COATED_VESICLE_MEMBRANE	GO_MEMBRANE_PROTEIN_COMPLEX	GO_TIGHT_JUNCTION	GO_APICAL_PART_OF_CELL	GO_NUCLEOLUS	GO_MICROBODY	GO_APICAL_JUNCTION_COMPLEX	GO_NEURON_PROJECTION_TERMINUS	GO_CLUSTER_OF_ACTIN_BASED_CELL_PROJECTIONS	GO_ENDOCYTIC_VESICLE_MEMBRANE	GO_ENDOSOME_MEMBRANE	GO_ADHERENS_JUNCTION	GO_EXTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE	GO_VACUOLAR_LUMEN	GO_PRESYNAPSE	GO_GOLGI_ASSOCIATED_VESICLE	GO_GOLGI_APPARATUS	GO_SPLICEOSOMAL_COMPLEX	GO_CLATHRIN_COATED_VESICLE	GO_CENTROSOME	GO_CELL_BODY	GO_EXOCYTIC_VESICLE	GO_POSTSYNAPSE	GO_CONTRACTILE_FIBER	GO_MICROTUBULE_CYTOSKELETON	GO_LATE_ENDOSOME	GO_POSTSYNAPTIC_MEMBRANE	GO_RIBONUCLEOPROTEIN_COMPLEX	GO_EXTRINSIC_COMPONENT_OF_MEMBRANE	GO_MICROTUBULE_ORGANIZING_CENTER	GO_ENDOCYTIC_VESICLE	GO_SOMATODENDRITIC_COMPARTMENT	GO_GLUTAMATERGIC_SYNAPSE	GO_EARLY_ENDOSOME	GO_SYNAPTIC_MEMBRANE	GO_CELL_LEADING_EDGE
3312	HSPA8	heat shock protein family A (Hsp70) member 8 [Source:HGNC Symbol;Acc:HGNC:5241]	GO_ANCHORING_JUNCTION	GO_DISTAL_AXON	GO_SECRETORY_VESICLE	GO_VACUOLAR_MEMBRANE	GO_RIBBON_SYNAPSE		GO_VACUOLE	GO_VESICLE_MEMBRANE		GO_PLASMA_MEMBRANE_REGION	GO_WHOLE_MEMBRANE	GO_PIGMENT_GRANULE		GO_SYNAPSE			GO_FICOLIN_1_RICH_GRANULE	GO_VESICLE_LUMEN	GO_AXON			GO_CELL_SUBSTRATE_JUNCTION	GO_COATED_VESICLE_MEMBRANE			GO_SECRETORY_GRANULE			GO_NEURON_PROJECTION			GO_ENDOSOME		GO_SIDE_OF_MEMBRANE	GO_COATED_VESICLE			GO_PERINUCLEAR_REGION_OF_CYTOPLASM						GO_CLATHRIN_COATED_VESICLE_MEMBRANE				GO_NUCLEOLUS			GO_NEURON_PROJECTION_TERMINUS						GO_VACUOLAR_LUMEN	GO_PRESYNAPSE			GO_SPLICEOSOMAL_COMPLEX	GO_CLATHRIN_COATED_VESICLE				GO_POSTSYNAPSE			GO_LATE_ENDOSOME	GO_POSTSYNAPTIC_MEMBRANE	GO_RIBONUCLEOPROTEIN_COMPLEX				GO_SOMATODENDRITIC_COMPARTMENT	GO_GLUTAMATERGIC_SYNAPSE		GO_SYNAPTIC_MEMBRANE	
56288	PARD3	par-3 family cell polarity regulator [Source:HGNC Symbol;Acc:HGNC:16051]	GO_ANCHORING_JUNCTION	GO_DISTAL_AXON								GO_PLASMA_MEMBRANE_REGION					GO_CELL_CORTEX				GO_AXON						GO_SITE_OF_POLARIZED_GROWTH		GO_SUPRAMOLECULAR_COMPLEX	GO_CELL_CELL_JUNCTION	GO_NEURON_PROJECTION										GO_APICAL_PLASMA_MEMBRANE							GO_TIGHT_JUNCTION	GO_APICAL_PART_OF_CELL			GO_APICAL_JUNCTION_COMPLEX					GO_ADHERENS_JUNCTION									GO_CELL_BODY											GO_SOMATODENDRITIC_COMPARTMENT				
2665	GDI2	GDP dissociation inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:4227]	GO_ANCHORING_JUNCTION		GO_SECRETORY_VESICLE				GO_VACUOLE							GO_SYNAPSE				GO_VESICLE_LUMEN				GO_CELL_SUBSTRATE_JUNCTION				GO_SECRETORY_GRANULE																															GO_VACUOLAR_LUMEN			GO_GOLGI_APPARATUS																			
1213	CLTC	clathrin heavy chain [Source:HGNC Symbol;Acc:HGNC:2092]	GO_ANCHORING_JUNCTION			GO_VACUOLAR_MEMBRANE			GO_VACUOLE	GO_VESICLE_MEMBRANE		GO_PLASMA_MEMBRANE_REGION	GO_WHOLE_MEMBRANE	GO_PIGMENT_GRANULE									GO_TRANSPORT_VESICLE	GO_CELL_SUBSTRATE_JUNCTION	GO_COATED_VESICLE_MEMBRANE				GO_SUPRAMOLECULAR_COMPLEX			GO_VESICLE_COAT		GO_ENDOSOME	GO_SUPRAMOLECULAR_POLYMER		GO_COATED_VESICLE		GO_MEMBRANE_COAT				GO_POLYMERIC_CYTOSKELETAL_FIBER	GO_GOLGI_ASSOCIATED_VESICLE_MEMBRANE		GO_CLATHRIN_COATED_VESICLE_MEMBRANE	GO_MEMBRANE_PROTEIN_COMPLEX								GO_ENDOCYTIC_VESICLE_MEMBRANE	GO_ENDOSOME_MEMBRANE					GO_GOLGI_ASSOCIATED_VESICLE	GO_GOLGI_APPARATUS		GO_CLATHRIN_COATED_VESICLE						GO_MICROTUBULE_CYTOSKELETON						GO_ENDOCYTIC_VESICLE					
488	ATP2A2	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2 [Source:HGNC Symbol;Acc:HGNC:812]	GO_ANCHORING_JUNCTION				GO_RIBBON_SYNAPSE			GO_VESICLE_MEMBRANE						GO_SYNAPSE										GO_CYTOPLASMIC_SIDE_OF_MEMBRANE				GO_CELL_CELL_JUNCTION						GO_SIDE_OF_MEMBRANE		GO_SARCOPLASM		GO_PERINUCLEAR_REGION_OF_CYTOPLASM																		GO_EXTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE																GO_EXTRINSIC_COMPONENT_OF_MEMBRANE							
84952	CGNL1	cingulin like 1 [Source:HGNC Symbol;Acc:HGNC:25931]	GO_ANCHORING_JUNCTION								GO_ACTIN_CYTOSKELETON																			GO_CELL_CELL_JUNCTION			GO_MYOSIN_COMPLEX															GO_TIGHT_JUNCTION				GO_APICAL_JUNCTION_COMPLEX																													
5339	PLEC	plectin [Source:HGNC Symbol;Acc:HGNC:9069]	GO_ANCHORING_JUNCTION																					GO_CELL_SUBSTRATE_JUNCTION					GO_SUPRAMOLECULAR_COMPLEX						GO_SUPRAMOLECULAR_POLYMER			GO_SARCOPLASM		GO_PERINUCLEAR_REGION_OF_CYTOPLASM		GO_BRUSH_BORDER	GO_POLYMERIC_CYTOSKELETAL_FIBER											GO_CLUSTER_OF_ACTIN_BASED_CELL_PROJECTIONS															GO_CONTRACTILE_FIBER												
85456	TNKS1BP1	tankyrase 1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19081]	GO_ANCHORING_JUNCTION																											GO_CELL_CELL_JUNCTION																											GO_ADHERENS_JUNCTION																								
9114	ATP6V0D1	ATPase H+ transporting V0 subunit d1 [Source:HGNC Symbol;Acc:HGNC:13724]		GO_DISTAL_AXON	GO_SECRETORY_VESICLE	GO_VACUOLAR_MEMBRANE			GO_VACUOLE	GO_VESICLE_MEMBRANE		GO_PLASMA_MEMBRANE_REGION	GO_WHOLE_MEMBRANE			GO_SYNAPSE					GO_AXON		GO_TRANSPORT_VESICLE								GO_NEURON_PROJECTION			GO_ENDOSOME							GO_APICAL_PLASMA_MEMBRANE						GO_MEMBRANE_PROTEIN_COMPLEX		GO_APICAL_PART_OF_CELL				GO_NEURON_PROJECTION_TERMINUS		GO_ENDOCYTIC_VESICLE_MEMBRANE	GO_ENDOSOME_MEMBRANE				GO_PRESYNAPSE					GO_CENTROSOME		GO_EXOCYTIC_VESICLE			GO_MICROTUBULE_CYTOSKELETON					GO_MICROTUBULE_ORGANIZING_CENTER	GO_ENDOCYTIC_VESICLE			GO_EARLY_ENDOSOME		
