
Entrez Gene Id	Gene Symbol	Gene Description	GO_ACTIN_CYTOSKELETON	GO_RIBONUCLEOPROTEIN_COMPLEX	GO_POLYSOME	GO_CELL_SUBSTRATE_JUNCTION	GO_CYTOSOLIC_RIBOSOME	GO_RIBOSOME	GO_CELL_CORTEX	GO_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT	GO_NUCLEAR_BODY	GO_ANCHORING_JUNCTION	GO_MYOSIN_COMPLEX	GO_RIBOSOMAL_SUBUNIT	GO_SMALL_RIBOSOMAL_SUBUNIT	GO_PERINUCLEAR_REGION_OF_CYTOPLASM	GO_BRUSH_BORDER	GO_ACTIN_FILAMENT	GO_NUCLEAR_MEMBRANE	GO_POLYSOMAL_RIBOSOME	GO_CLUSTER_OF_ACTIN_BASED_CELL_PROJECTIONS	GO_EUCHROMATIN	GO_SITE_OF_POLARIZED_GROWTH	GO_NUCLEAR_ENVELOPE	GO_ENVELOPE	GO_ACTIN_BASED_CELL_PROJECTION	GO_CONDENSED_CHROMOSOME	GO_CLATHRIN_COATED_ENDOCYTIC_VESICLE	GO_HOST_CELLULAR_COMPONENT	GO_SUPRAMOLECULAR_COMPLEX	GO_NEUROMUSCULAR_JUNCTION	GO_CAJAL_BODY	GO_HETEROCHROMATIN	GO_CELL_BODY	GO_SUPRAMOLECULAR_POLYMER	GO_NUCLEAR_PORE	GO_DISTAL_AXON	GO_POSTSYNAPSE	GO_MICROVILLUS	GO_PML_BODY	GO_CORTICAL_CYTOSKELETON	GO_FILOPODIUM	GO_CHROMOSOMAL_REGION	GO_SPINDLE	GO_POLYMERIC_CYTOSKELETAL_FIBER	GO_MICROTUBULE_CYTOSKELETON	GO_CELL_LEADING_EDGE	GO_SOMATODENDRITIC_COMPARTMENT	GO_SYNAPSE	GO_NEURON_SPINE	GO_RUFFLE	GO_MIDBODY	GO_CLATHRIN_COATED_VESICLE	GO_CHROMOSOME_CENTROMERIC_REGION	GO_LAMELLIPODIUM	GO_PROTEIN_DNA_COMPLEX	GO_NUCLEAR_CHROMOSOME	GO_DENDRITIC_TREE	GO_TRANSFERASE_COMPLEX_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS	GO_AXON	GO_COATED_VESICLE	GO_ENDOCYTIC_VESICLE	GO_TRANSFERASE_COMPLEX	GO_NUCLEOLUS	GO_GLUTAMATERGIC_SYNAPSE	GO_NUCLEAR_SPECK
4628	MYH10	myosin heavy chain 10 [Source:HGNC Symbol;Acc:HGNC:7568]	GO_ACTIN_CYTOSKELETON	GO_RIBONUCLEOPROTEIN_COMPLEX	GO_POLYSOME				GO_CELL_CORTEX				GO_MYOSIN_COMPLEX				GO_BRUSH_BORDER				GO_CLUSTER_OF_ACTIN_BASED_CELL_PROJECTIONS		GO_SITE_OF_POLARIZED_GROWTH							GO_SUPRAMOLECULAR_COMPLEX	GO_NEUROMUSCULAR_JUNCTION			GO_CELL_BODY	GO_SUPRAMOLECULAR_POLYMER		GO_DISTAL_AXON	GO_POSTSYNAPSE						GO_SPINDLE		GO_MICROTUBULE_CYTOSKELETON	GO_CELL_LEADING_EDGE	GO_SOMATODENDRITIC_COMPARTMENT	GO_SYNAPSE	GO_NEURON_SPINE		GO_MIDBODY			GO_LAMELLIPODIUM			GO_DENDRITIC_TREE		GO_AXON					GO_GLUTAMATERGIC_SYNAPSE	
2316	FLNA	filamin A [Source:HGNC Symbol;Acc:HGNC:3754]	GO_ACTIN_CYTOSKELETON			GO_CELL_SUBSTRATE_JUNCTION			GO_CELL_CORTEX			GO_ANCHORING_JUNCTION				GO_PERINUCLEAR_REGION_OF_CYTOPLASM		GO_ACTIN_FILAMENT					GO_SITE_OF_POLARIZED_GROWTH							GO_SUPRAMOLECULAR_COMPLEX				GO_CELL_BODY	GO_SUPRAMOLECULAR_POLYMER		GO_DISTAL_AXON	GO_POSTSYNAPSE			GO_CORTICAL_CYTOSKELETON				GO_POLYMERIC_CYTOSKELETAL_FIBER			GO_SOMATODENDRITIC_COMPARTMENT	GO_SYNAPSE									GO_DENDRITIC_TREE		GO_AXON				GO_NUCLEOLUS	GO_GLUTAMATERGIC_SYNAPSE	
2037	EPB41L2	erythrocyte membrane protein band 4.1 like 2 [Source:HGNC Symbol;Acc:HGNC:3379]	GO_ACTIN_CYTOSKELETON			GO_CELL_SUBSTRATE_JUNCTION			GO_CELL_CORTEX			GO_ANCHORING_JUNCTION																													GO_CORTICAL_CYTOSKELETON																									
2314	FLII	FLII actin remodeling protein [Source:HGNC Symbol;Acc:HGNC:3750]	GO_ACTIN_CYTOSKELETON			GO_CELL_SUBSTRATE_JUNCTION						GO_ANCHORING_JUNCTION					GO_BRUSH_BORDER				GO_CLUSTER_OF_ACTIN_BASED_CELL_PROJECTIONS																									GO_MICROTUBULE_CYTOSKELETON																				
4646	MYO6	myosin VI [Source:HGNC Symbol;Acc:HGNC:7605]	GO_ACTIN_CYTOSKELETON						GO_CELL_CORTEX				GO_MYOSIN_COMPLEX			GO_PERINUCLEAR_REGION_OF_CYTOPLASM		GO_ACTIN_FILAMENT	GO_NUCLEAR_MEMBRANE					GO_NUCLEAR_ENVELOPE	GO_ENVELOPE	GO_ACTIN_BASED_CELL_PROJECTION		GO_CLATHRIN_COATED_ENDOCYTIC_VESICLE		GO_SUPRAMOLECULAR_COMPLEX					GO_SUPRAMOLECULAR_POLYMER				GO_MICROVILLUS			GO_FILOPODIUM			GO_POLYMERIC_CYTOSKELETAL_FIBER		GO_CELL_LEADING_EDGE				GO_RUFFLE		GO_CLATHRIN_COATED_VESICLE						GO_TRANSFERASE_COMPLEX_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS		GO_COATED_VESICLE	GO_ENDOCYTIC_VESICLE	GO_TRANSFERASE_COMPLEX			
4643	MYO1E	myosin IE [Source:HGNC Symbol;Acc:HGNC:7599]	GO_ACTIN_CYTOSKELETON									GO_ANCHORING_JUNCTION	GO_MYOSIN_COMPLEX				GO_BRUSH_BORDER				GO_CLUSTER_OF_ACTIN_BASED_CELL_PROJECTIONS					GO_ACTIN_BASED_CELL_PROJECTION		GO_CLATHRIN_COATED_ENDOCYTIC_VESICLE											GO_MICROVILLUS														GO_CLATHRIN_COATED_VESICLE								GO_COATED_VESICLE	GO_ENDOCYTIC_VESICLE				
2634	GBP2	guanylate binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4183]	GO_ACTIN_CYTOSKELETON													GO_PERINUCLEAR_REGION_OF_CYTOPLASM																																																		
5074	PAWR	pro-apoptotic WT1 regulator [Source:HGNC Symbol;Acc:HGNC:8614]	GO_ACTIN_CYTOSKELETON															GO_ACTIN_FILAMENT												GO_SUPRAMOLECULAR_COMPLEX					GO_SUPRAMOLECULAR_POLYMER										GO_POLYMERIC_CYTOSKELETAL_FIBER												GO_NUCLEAR_CHROMOSOME									
6228	RPS23	ribosomal protein S23 [Source:HGNC Symbol;Acc:HGNC:10410]		GO_RIBONUCLEOPROTEIN_COMPLEX	GO_POLYSOME		GO_CYTOSOLIC_RIBOSOME	GO_RIBOSOME		GO_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT				GO_RIBOSOMAL_SUBUNIT	GO_SMALL_RIBOSOMAL_SUBUNIT					GO_POLYSOMAL_RIBOSOME																																														
