
Entrez Gene Id	Gene Symbol	Gene Description	GO_RNA_BINDING	GO_RIBONUCLEOTIDE_BINDING	GO_ADENYL_NUCLEOTIDE_BINDING	GO_CADHERIN_BINDING	GO_CELL_ADHESION_MOLECULE_BINDING	GO_IDENTICAL_PROTEIN_BINDING	GO_PROTEIN_DOMAIN_SPECIFIC_BINDING	GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES	GO_ATPASE_ACTIVITY	GO_LIGASE_ACTIVITY	GO_LIGASE_ACTIVITY_FORMING_CARBON_OXYGEN_BONDS	GO_PROTEIN_CONTAINING_COMPLEX_BINDING	GO_STRUCTURAL_CONSTITUENT_OF_RIBOSOME	GO_CYTOSKELETAL_PROTEIN_BINDING	GO_TRANSLATION_REGULATOR_ACTIVITY	GO_MODIFICATION_DEPENDENT_PROTEIN_BINDING	GO_STRUCTURAL_MOLECULE_ACTIVITY	GO_TRANSLATION_FACTOR_ACTIVITY_RNA_BINDING	GO_ACTIN_BINDING	GO_AMINOACYLASE_ACTIVITY	GO_PROTEIN_C_TERMINUS_BINDING	GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS_NAD_OR_NADP_AS_ACCEPTOR	GO_TRANSLATION_REGULATOR_ACTIVITY_NUCLEIC_ACID_BINDING	GO_SINGLE_STRANDED_DNA_BINDING	GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS	GO_K48_LINKED_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING	GO_CATALYTIC_ACTIVITY_ACTING_ON_A_TRNA	GO_CATALYTIC_ACTIVITY_ACTING_ON_RNA	GO_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING	GO_ION_CHANNEL_BINDING	GO_SIGNALING_RECEPTOR_BINDING	GO_OXIDOREDUCTASE_ACTIVITY	GO_PRE_MRNA_INTRONIC_BINDING	GO_ALDEHYDE_DEHYDROGENASE_NAD_P_PLUS_ACTIVITY	GO_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_BINDING	GO_U6_SNRNA_BINDING	GO_MOLECULAR_ADAPTOR_ACTIVITY	GO_DOUBLE_STRANDED_RNA_BINDING	GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_NH_GROUP_OF_DONORS_NAD_OR_NADP_AS_ACCEPTOR	GO_UBIQUITIN_SPECIFIC_PROTEASE_BINDING	GO_ACTIN_FILAMENT_BINDING	GO_LYSINE_ACETYLATED_HISTONE_BINDING	GO_MHC_CLASS_I_PROTEIN_BINDING	GO_INSULIN_RECEPTOR_BINDING	GO_MRNA_BINDING	GO_PROTEIN_DIMERIZATION_ACTIVITY	GO_PROTEIN_N_TERMINUS_BINDING	GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_NH_GROUP_OF_DONORS	GO_UNFOLDED_PROTEIN_BINDING	GO_TRANSCRIPTION_FACTOR_BINDING	GO_RNA_POLYMERASE_II_SPECIFIC_DNA_BINDING_TRANSCRIPTION_FACTOR_BINDING	GO_PROTEIN_HOMODIMERIZATION_ACTIVITY	GO_MOTOR_ACTIVITY	GO_ADP_BINDING	GO_MHC_PROTEIN_BINDING	GO_HELICASE_ACTIVITY	GO_TRANSLATION_INITIATION_FACTOR_ACTIVITY	GO_NADP_BINDING	GO_SNRNA_BINDING	GO_NAD_BINDING	GO_HORMONE_RECEPTOR_BINDING	GO_DNA_BINDING_TRANSCRIPTION_FACTOR_BINDING	GO_ENZYME_REGULATOR_ACTIVITY	GO_TUBULIN_BINDING	GO_PRE_MRNA_BINDING	GO_TRNA_BINDING	GO_CATALYTIC_ACTIVITY_ACTING_ON_DNA	GO_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS_IN_LINEAR_AMIDES	GO_RECEPTOR_TYROSINE_KINASE_BINDING	GO_RAC_GTPASE_BINDING	GO_MICROTUBULE_MOTOR_ACTIVITY	GO_RNA_HELICASE_ACTIVITY	GO_PROTEIN_MACROMOLECULE_ADAPTOR_ACTIVITY	GO_SINGLE_STRANDED_RNA_BINDING	GO_PROTEIN_TYROSINE_KINASE_BINDING	GO_MICROTUBULE_BINDING	GO_NUCLEAR_RECEPTOR_BINDING	GO_KINASE_BINDING	GO_ELECTRON_TRANSFER_ACTIVITY	GO_G_PROTEIN_COUPLED_RECEPTOR_BINDING	GO_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS	GO_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING	GO_GTPASE_ACTIVITY	GO_RIBONUCLEOPROTEIN_COMPLEX_BINDING	GO_PROTEASE_BINDING	GO_CARBOXYLIC_ESTER_HYDROLASE_ACTIVITY	GO_INTEGRIN_BINDING	GO_NUCLEAR_HORMONE_RECEPTOR_BINDING	GO_CHANNEL_REGULATOR_ACTIVITY	GO_RHO_GTPASE_BINDING	GO_ENZYME_INHIBITOR_ACTIVITY	GO_GUANYL_NUCLEOTIDE_BINDING
4627	MYH9	myosin heavy chain 9 [Source:HGNC Symbol;Acc:HGNC:7579]	GO_RNA_BINDING	GO_RIBONUCLEOTIDE_BINDING	GO_ADENYL_NUCLEOTIDE_BINDING	GO_CADHERIN_BINDING	GO_CELL_ADHESION_MOLECULE_BINDING	GO_IDENTICAL_PROTEIN_BINDING	GO_PROTEIN_DOMAIN_SPECIFIC_BINDING	GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES	GO_ATPASE_ACTIVITY			GO_PROTEIN_CONTAINING_COMPLEX_BINDING		GO_CYTOSKELETAL_PROTEIN_BINDING					GO_ACTIN_BINDING												GO_SIGNALING_RECEPTOR_BINDING						GO_MOLECULAR_ADAPTOR_ACTIVITY				GO_ACTIN_FILAMENT_BINDING					GO_PROTEIN_DIMERIZATION_ACTIVITY						GO_PROTEIN_HOMODIMERIZATION_ACTIVITY	GO_MOTOR_ACTIVITY	GO_ADP_BINDING																			GO_PROTEIN_MACROMOLECULE_ADAPTOR_ACTIVITY														GO_INTEGRIN_BINDING					
5917	RARS1	arginyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:9870]	GO_RNA_BINDING	GO_RIBONUCLEOTIDE_BINDING	GO_ADENYL_NUCLEOTIDE_BINDING	GO_CADHERIN_BINDING	GO_CELL_ADHESION_MOLECULE_BINDING					GO_LIGASE_ACTIVITY	GO_LIGASE_ACTIVITY_FORMING_CARBON_OXYGEN_BONDS																GO_CATALYTIC_ACTIVITY_ACTING_ON_A_TRNA	GO_CATALYTIC_ACTIVITY_ACTING_ON_RNA																																						GO_TRNA_BINDING																										
7415	VCP	valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]	GO_RNA_BINDING	GO_RIBONUCLEOTIDE_BINDING	GO_ADENYL_NUCLEOTIDE_BINDING			GO_IDENTICAL_PROTEIN_BINDING	GO_PROTEIN_DOMAIN_SPECIFIC_BINDING	GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES	GO_ATPASE_ACTIVITY			GO_PROTEIN_CONTAINING_COMPLEX_BINDING				GO_MODIFICATION_DEPENDENT_PROTEIN_BINDING										GO_K48_LINKED_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING			GO_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING		GO_SIGNALING_RECEPTOR_BINDING									GO_UBIQUITIN_SPECIFIC_PROTEASE_BINDING			GO_MHC_CLASS_I_PROTEIN_BINDING											GO_ADP_BINDING	GO_MHC_PROTEIN_BINDING								GO_ENZYME_REGULATOR_ACTIVITY																			GO_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING			GO_PROTEASE_BINDING							
7919	DDX39B	DExD-box helicase 39B [Source:HGNC Symbol;Acc:HGNC:13917]	GO_RNA_BINDING	GO_RIBONUCLEOTIDE_BINDING	GO_ADENYL_NUCLEOTIDE_BINDING			GO_IDENTICAL_PROTEIN_BINDING		GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES	GO_ATPASE_ACTIVITY			GO_PROTEIN_CONTAINING_COMPLEX_BINDING																GO_CATALYTIC_ACTIVITY_ACTING_ON_RNA								GO_U6_SNRNA_BINDING																				GO_HELICASE_ACTIVITY			GO_SNRNA_BINDING													GO_RNA_HELICASE_ACTIVITY																				
1981	EIF4G1	eukaryotic translation initiation factor 4 gamma 1 [Source:HGNC Symbol;Acc:HGNC:3296]	GO_RNA_BINDING	GO_RIBONUCLEOTIDE_BINDING	GO_ADENYL_NUCLEOTIDE_BINDING			GO_IDENTICAL_PROTEIN_BINDING									GO_TRANSLATION_REGULATOR_ACTIVITY			GO_TRANSLATION_FACTOR_ACTIVITY_RNA_BINDING					GO_TRANSLATION_REGULATOR_ACTIVITY_NUCLEIC_ACID_BINDING														GO_MOLECULAR_ADAPTOR_ACTIVITY								GO_MRNA_BINDING												GO_TRANSLATION_INITIATION_FACTOR_ACTIVITY																																			
7150	TOP1	DNA topoisomerase I [Source:HGNC Symbol;Acc:HGNC:11986]	GO_RNA_BINDING	GO_RIBONUCLEOTIDE_BINDING	GO_ADENYL_NUCLEOTIDE_BINDING				GO_PROTEIN_DOMAIN_SPECIFIC_BINDING																	GO_SINGLE_STRANDED_DNA_BINDING																																											GO_CATALYTIC_ACTIVITY_ACTING_ON_DNA																									
4931	NVL	nuclear VCP like [Source:HGNC Symbol;Acc:HGNC:8070]	GO_RNA_BINDING	GO_RIBONUCLEOTIDE_BINDING	GO_ADENYL_NUCLEOTIDE_BINDING					GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES	GO_ATPASE_ACTIVITY			GO_PROTEIN_CONTAINING_COMPLEX_BINDING																																																																								GO_RIBONUCLEOPROTEIN_COMPLEX_BINDING								
1653	DDX1	DEAD-box helicase 1 [Source:HGNC Symbol;Acc:HGNC:2734]	GO_RNA_BINDING	GO_RIBONUCLEOTIDE_BINDING	GO_ADENYL_NUCLEOTIDE_BINDING					GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES	GO_ATPASE_ACTIVITY																			GO_CATALYTIC_ACTIVITY_ACTING_ON_RNA										GO_DOUBLE_STRANDED_RNA_BINDING																		GO_HELICASE_ACTIVITY											GO_CATALYTIC_ACTIVITY_ACTING_ON_DNA					GO_RNA_HELICASE_ACTIVITY		GO_SINGLE_STRANDED_RNA_BINDING																		
1778	DYNC1H1	dynein cytoplasmic 1 heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:2961]	GO_RNA_BINDING	GO_RIBONUCLEOTIDE_BINDING	GO_ADENYL_NUCLEOTIDE_BINDING					GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES	GO_ATPASE_ACTIVITY																																												GO_MOTOR_ACTIVITY																		GO_MICROTUBULE_MOTOR_ACTIVITY																					
