
Entrez Gene Id	Gene Symbol	Gene Description	GO_CHROMOSOME_CENTROMERIC_REGION	GO_CHROMOSOMAL_REGION	GO_SPINDLE	GO_SUPRAMOLECULAR_COMPLEX	GO_MITOCHONDRION	GO_KINETOCHORE	GO_MITOCHONDRIAL_MATRIX	GO_CONDENSED_CHROMOSOME	GO_CONDENSED_CHROMOSOME_CENTROMERIC_REGION	GO_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT	GO_MITOTIC_SPINDLE	GO_SPINDLE_MICROTUBULE	GO_MICROTUBULE_CYTOSKELETON	GO_SUPRAMOLECULAR_POLYMER	GO_SMALL_RIBOSOMAL_SUBUNIT	GO_INCLUSION_BODY	GO_SYNAPSE	GO_DENDRITIC_TREE	GO_CELL_SUBSTRATE_JUNCTION	GO_MICROTUBULE	GO_CYTOSOLIC_RIBOSOME	GO_ACTIN_CYTOSKELETON	GO_POLYMERIC_CYTOSKELETAL_FIBER	GO_SPINDLE_MIDZONE	GO_NEURON_PROJECTION	GO_AGGRESOME	GO_WHOLE_MEMBRANE	GO_ENDOPLASMIC_RETICULUM	GO_CORNIFIED_ENVELOPE	GO_MEMBRANE_REGION	GO_ANCHORING_JUNCTION	GO_SPINDLE_POLE	GO_SOMATODENDRITIC_COMPARTMENT	GO_PHOSPHATASE_COMPLEX	GO_RUFFLE	GO_RIBOSOMAL_SUBUNIT	GO_VESICLE_COAT	GO_PLASMA_MEMBRANE_REGION	GO_MICROBODY_MEMBRANE	GO_LATERAL_PLASMA_MEMBRANE	GO_CELL_LEADING_EDGE	GO_CLATHRIN_COATED_PIT	GO_RIBONUCLEOPROTEIN_COMPLEX	GO_CATALYTIC_COMPLEX	GO_CORTICAL_ACTIN_CYTOSKELETON	GO_RIBOSOME	GO_NUCLEAR_PORE	GO_NEURON_PROJECTION_CYTOPLASM	GO_MICROTUBULE_ORGANIZING_CENTER	GO_LIPID_DROPLET	GO_MEMBRANE_COAT	GO_CENTRIOLAR_SATELLITE	GO_RUFFLE_MEMBRANE	GO_NUCLEAR_BODY	GO_CONDENSED_NUCLEAR_CHROMOSOME	GO_METHYLTRANSFERASE_COMPLEX	GO_CORTICAL_CYTOSKELETON	GO_COATED_VESICLE	GO_CELL_CORTEX	GO_ENVELOPE	GO_CENTROSOME	GO_CELL_BODY	GO_VESICLE_LUMEN	GO_CELL_PROJECTION_MEMBRANE	GO_SARCOLEMMA	GO_MICROBODY	GO_APICAL_PLASMA_MEMBRANE	GO_AXON	GO_CENTRIOLE	GO_CILIUM	GO_NEURON_PROJECTION_TERMINUS	GO_NUCLEAR_SPECK	GO_EARLY_ENDOSOME_MEMBRANE	GO_ADHERENS_JUNCTION	GO_EXTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE	GO_LEADING_EDGE_MEMBRANE	GO_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX	GO_APICAL_PART_OF_CELL	GO_MIDBODY	GO_COATED_VESICLE_MEMBRANE	GO_NUCLEAR_OUTER_MEMBRANE_ENDOPLASMIC_RETICULUM_MEMBRANE_NETWORK	GO_MITOCHONDRIAL_ENVELOPE	GO_CLATHRIN_COATED_VESICLE	GO_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_CYTOPLASM	GO_CELL_CELL_JUNCTION	GO_GOLGI_APPARATUS	GO_ENDOSOME_MEMBRANE	GO_CONTRACTILE_FIBER	GO_BASOLATERAL_PLASMA_MEMBRANE	GO_CYTOPLASMIC_REGION	GO_EXTRACELLULAR_MATRIX	GO_ENDOSOME	GO_POSTSYNAPSE	GO_EXTRINSIC_COMPONENT_OF_MEMBRANE	GO_DISTAL_AXON
5905	RANGAP1	Ran GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:9854]	GO_CHROMOSOME_CENTROMERIC_REGION	GO_CHROMOSOMAL_REGION	GO_SPINDLE	GO_SUPRAMOLECULAR_COMPLEX		GO_KINETOCHORE		GO_CONDENSED_CHROMOSOME	GO_CONDENSED_CHROMOSOME_CENTROMERIC_REGION		GO_MITOTIC_SPINDLE		GO_MICROTUBULE_CYTOSKELETON			GO_INCLUSION_BODY		GO_DENDRITIC_TREE							GO_NEURON_PROJECTION	GO_AGGRESOME							GO_SOMATODENDRITIC_COMPARTMENT														GO_NUCLEAR_PORE	GO_NEURON_PROJECTION_CYTOPLASM												GO_ENVELOPE								GO_AXON																GO_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_CYTOPLASM						GO_CYTOPLASMIC_REGION					
5347	PLK1	polo like kinase 1 [Source:HGNC Symbol;Acc:HGNC:9077]	GO_CHROMOSOME_CENTROMERIC_REGION	GO_CHROMOSOMAL_REGION	GO_SPINDLE	GO_SUPRAMOLECULAR_COMPLEX		GO_KINETOCHORE		GO_CONDENSED_CHROMOSOME	GO_CONDENSED_CHROMOSOME_CENTROMERIC_REGION			GO_SPINDLE_MICROTUBULE	GO_MICROTUBULE_CYTOSKELETON	GO_SUPRAMOLECULAR_POLYMER						GO_MICROTUBULE			GO_POLYMERIC_CYTOSKELETAL_FIBER	GO_SPINDLE_MIDZONE								GO_SPINDLE_POLE																	GO_MICROTUBULE_ORGANIZING_CENTER			GO_CENTRIOLAR_SATELLITE			GO_CONDENSED_NUCLEAR_CHROMOSOME						GO_CENTROSOME								GO_CENTRIOLE										GO_MIDBODY																
9183	ZW10	zw10 kinetochore protein [Source:HGNC Symbol;Acc:HGNC:13194]	GO_CHROMOSOME_CENTROMERIC_REGION	GO_CHROMOSOMAL_REGION	GO_SPINDLE	GO_SUPRAMOLECULAR_COMPLEX		GO_KINETOCHORE		GO_CONDENSED_CHROMOSOME	GO_CONDENSED_CHROMOSOME_CENTROMERIC_REGION			GO_SPINDLE_MICROTUBULE	GO_MICROTUBULE_CYTOSKELETON	GO_SUPRAMOLECULAR_POLYMER						GO_MICROTUBULE			GO_POLYMERIC_CYTOSKELETAL_FIBER					GO_ENDOPLASMIC_RETICULUM				GO_SPINDLE_POLE																		GO_LIPID_DROPLET																															GO_NUCLEAR_OUTER_MEMBRANE_ENDOPLASMIC_RETICULUM_MEMBRANE_NETWORK														
5515	PPP2CA	protein phosphatase 2 catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9299]	GO_CHROMOSOME_CENTROMERIC_REGION	GO_CHROMOSOMAL_REGION	GO_SPINDLE		GO_MITOCHONDRION								GO_MICROTUBULE_CYTOSKELETON				GO_SYNAPSE										GO_WHOLE_MEMBRANE			GO_MEMBRANE_REGION		GO_SPINDLE_POLE		GO_PHOSPHATASE_COMPLEX										GO_CATALYTIC_COMPLEX																																																			
9770	RASSF2	Ras association domain family member 2 [Source:HGNC Symbol;Acc:HGNC:9883]	GO_CHROMOSOME_CENTROMERIC_REGION	GO_CHROMOSOMAL_REGION		GO_SUPRAMOLECULAR_COMPLEX		GO_KINETOCHORE		GO_CONDENSED_CHROMOSOME	GO_CONDENSED_CHROMOSOME_CENTROMERIC_REGION																																																																													GO_GOLGI_APPARATUS									
6396	SEC13	SEC13 homolog, nuclear pore and COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10697]	GO_CHROMOSOME_CENTROMERIC_REGION	GO_CHROMOSOMAL_REGION		GO_SUPRAMOLECULAR_COMPLEX		GO_KINETOCHORE																					GO_WHOLE_MEMBRANE										GO_VESICLE_COAT										GO_NUCLEAR_PORE				GO_MEMBRANE_COAT							GO_COATED_VESICLE		GO_ENVELOPE																				GO_COATED_VESICLE_MEMBRANE	GO_NUCLEAR_OUTER_MEMBRANE_ENDOPLASMIC_RETICULUM_MEMBRANE_NETWORK					GO_GOLGI_APPARATUS									
113130	CDCA5	cell division cycle associated 5 [Source:HGNC Symbol;Acc:HGNC:14626]	GO_CHROMOSOME_CENTROMERIC_REGION	GO_CHROMOSOMAL_REGION																																																																																													
3070	HELLS	helicase, lymphoid specific [Source:HGNC Symbol;Acc:HGNC:4861]	GO_CHROMOSOME_CENTROMERIC_REGION	GO_CHROMOSOMAL_REGION																																																																																													
22924	MAPRE3	microtubule associated protein RP/EB family member 3 [Source:HGNC Symbol;Acc:HGNC:6892]			GO_SPINDLE	GO_SUPRAMOLECULAR_COMPLEX							GO_MITOTIC_SPINDLE	GO_SPINDLE_MICROTUBULE	GO_MICROTUBULE_CYTOSKELETON	GO_SUPRAMOLECULAR_POLYMER						GO_MICROTUBULE			GO_POLYMERIC_CYTOSKELETAL_FIBER	GO_SPINDLE_MIDZONE																									GO_MICROTUBULE_ORGANIZING_CENTER																														GO_MIDBODY																
