
Entrez Gene Id	Gene Symbol	Gene Description	GO_RNA_BINDING	GO_PROTEIN_CONTAINING_COMPLEX_BINDING	GO_ENZYME_REGULATOR_ACTIVITY	GO_PROTEIN_C_TERMINUS_BINDING	GO_ENZYME_ACTIVATOR_ACTIVITY	GO_ADENYL_NUCLEOTIDE_BINDING	GO_RIBONUCLEOTIDE_BINDING	GO_CYTOSKELETAL_PROTEIN_BINDING	GO_IDENTICAL_PROTEIN_BINDING	GO_POLY_A_SPECIFIC_RIBONUCLEASE_ACTIVITY	GO_CADHERIN_BINDING_INVOLVED_IN_CELL_CELL_ADHESION	GO_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	GO_CYSTEINE_TYPE_PEPTIDASE_ACTIVITY	GO_CELL_ADHESION_MOLECULE_BINDING	GO_GTPASE_BINDING	GO_CADHERIN_BINDING	GO_EXORIBONUCLEASE_ACTIVITY	GO_PEPTIDASE_ACTIVATOR_ACTIVITY	GO_NUCLEOSIDE_TRIPHOSPHATASE_REGULATOR_ACTIVITY	GO_TRANSFERASE_ACTIVITY_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS	GO_DISULFIDE_OXIDOREDUCTASE_ACTIVITY	GO_TAU_PROTEIN_BINDING	GO_CATALYTIC_ACTIVITY_ACTING_ON_RNA	GO_3_5_EXONUCLEASE_ACTIVITY	GO_ATPASE_ACTIVITY	GO_EXONUCLEASE_ACTIVITY_ACTIVE_WITH_EITHER_RIBO_OR_DEOXYRIBONUCLEIC_ACIDS_AND_PRODUCING_5_PHOSPHOMONOESTERS	GO_SMALL_GTPASE_BINDING	GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_SULFUR_GROUP_OF_DONORS	GO_PROTEIN_DIMERIZATION_ACTIVITY	GO_CELL_ADHESION_MEDIATOR_ACTIVITY	GO_STRUCTURAL_MOLECULE_ACTIVITY	GO_PROTEIN_DOMAIN_SPECIFIC_BINDING	GO_KINASE_ACTIVITY	GO_OXIDOREDUCTASE_ACTIVITY	GO_KINASE_BINDING	GO_COLLAGEN_BINDING	GO_RAC_GTPASE_BINDING	GO_PROTEIN_SERINE_THREONINE_PHOSPHATASE_ACTIVITY	GO_CALCIUM_DEPENDENT_PROTEIN_BINDING	GO_SULFUR_COMPOUND_BINDING	GO_EXONUCLEASE_ACTIVITY	GO_MICROTUBULE_BINDING	GO_PROTEIN_KINASE_ACTIVITY	GO_SIGNALING_RECEPTOR_BINDING	GO_GTPASE_REGULATOR_ACTIVITY	GO_CHAPERONE_BINDING	GO_CHROMATIN_BINDING	GO_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING	GO_DNA_DEPENDENT_ATPASE_ACTIVITY	GO_PROTEIN_HETERODIMERIZATION_ACTIVITY	GO_RIBONUCLEASE_ACTIVITY	GO_TRANSCRIPTION_FACTOR_BINDING	GO_TUBULIN_BINDING	GO_CALCIUM_ION_BINDING	GO_HYDROLASE_ACTIVITY_ACTING_ON_ESTER_BONDS	GO_HELICASE_ACTIVITY	GO_S_ADENOSYLMETHIONINE_DEPENDENT_METHYLTRANSFERASE_ACTIVITY	GO_RHO_GTPASE_BINDING	GO_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	GO_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT	GO_HEPARIN_BINDING	GO_ENDOPEPTIDASE_ACTIVITY	GO_PHOSPHOLIPID_BINDING	GO_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY	GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES	GO_NUCLEASE_ACTIVITY
5905	RANGAP1	Ran GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:9854]	GO_RNA_BINDING		GO_ENZYME_REGULATOR_ACTIVITY		GO_ENZYME_ACTIVATOR_ACTIVITY									GO_CELL_ADHESION_MOLECULE_BINDING	GO_GTPASE_BINDING	GO_CADHERIN_BINDING			GO_NUCLEOSIDE_TRIPHOSPHATASE_REGULATOR_ACTIVITY								GO_SMALL_GTPASE_BINDING																		GO_GTPASE_REGULATOR_ACTIVITY			GO_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING																		
301	ANXA1	annexin A1 [Source:HGNC Symbol;Acc:HGNC:533]	GO_RNA_BINDING		GO_ENZYME_REGULATOR_ACTIVITY						GO_IDENTICAL_PROTEIN_BINDING		GO_CADHERIN_BINDING_INVOLVED_IN_CELL_CELL_ADHESION			GO_CELL_ADHESION_MOLECULE_BINDING		GO_CADHERIN_BINDING									GO_ATPASE_ACTIVITY					GO_CELL_ADHESION_MEDIATOR_ACTIVITY									GO_CALCIUM_DEPENDENT_PROTEIN_BINDING					GO_SIGNALING_RECEPTOR_BINDING					GO_DNA_DEPENDENT_ATPASE_ACTIVITY					GO_CALCIUM_ION_BINDING		GO_HELICASE_ACTIVITY							GO_PHOSPHOLIPID_BINDING		GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES	
79736	TEFM	transcription elongation factor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:26223]	GO_RNA_BINDING		GO_ENZYME_REGULATOR_ACTIVITY																																																															
9255	AIMP1	aminoacyl tRNA synthetase complex interacting multifunctional protein 1 [Source:HGNC Symbol;Acc:HGNC:10648]	GO_RNA_BINDING								GO_IDENTICAL_PROTEIN_BINDING						GO_GTPASE_BINDING														GO_PROTEIN_DIMERIZATION_ACTIVITY															GO_SIGNALING_RECEPTOR_BINDING																						
3276	PRMT1	protein arginine methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:5187]	GO_RNA_BINDING								GO_IDENTICAL_PROTEIN_BINDING																										GO_KINASE_BINDING					GO_SULFUR_COMPOUND_BINDING																	GO_S_ADENOSYLMETHIONINE_DEPENDENT_METHYLTRANSFERASE_ACTIVITY									
114034	TOE1	target of EGR1, exonuclease [Source:HGNC Symbol;Acc:HGNC:15954]	GO_RNA_BINDING									GO_POLY_A_SPECIFIC_RIBONUCLEASE_ACTIVITY							GO_EXORIBONUCLEASE_ACTIVITY						GO_CATALYTIC_ACTIVITY_ACTING_ON_RNA	GO_3_5_EXONUCLEASE_ACTIVITY		GO_EXONUCLEASE_ACTIVITY_ACTIVE_WITH_EITHER_RIBO_OR_DEOXYRIBONUCLEIC_ACIDS_AND_PRODUCING_5_PHOSPHOMONOESTERS															GO_EXONUCLEASE_ACTIVITY										GO_RIBONUCLEASE_ACTIVITY				GO_HYDROLASE_ACTIVITY_ACTING_ON_ESTER_BONDS											GO_NUCLEASE_ACTIVITY
4839	NOP2	NOP2 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:7867]	GO_RNA_BINDING																						GO_CATALYTIC_ACTIVITY_ACTING_ON_RNA																																		GO_S_ADENOSYLMETHIONINE_DEPENDENT_METHYLTRANSFERASE_ACTIVITY									
6829	SUPT5H	SPT5 homolog, DSIF elongation factor subunit [Source:HGNC Symbol;Acc:HGNC:11469]	GO_RNA_BINDING																												GO_PROTEIN_DIMERIZATION_ACTIVITY																		GO_CHROMATIN_BINDING			GO_PROTEIN_HETERODIMERIZATION_ACTIVITY																
6224	RPS20	ribosomal protein S20 [Source:HGNC Symbol;Acc:HGNC:10405]	GO_RNA_BINDING																														GO_STRUCTURAL_MOLECULE_ACTIVITY																																			
