
Entrez Gene Id	Gene Symbol	Gene Description	GO_RNA_BINDING	GO_CYTOSKELETAL_PROTEIN_BINDING	GO_PROTEIN_CONTAINING_COMPLEX_BINDING	GO_CADHERIN_BINDING	GO_ACTIN_BINDING	GO_CELL_ADHESION_MOLECULE_BINDING	GO_ACTIN_FILAMENT_BINDING	GO_IDENTICAL_PROTEIN_BINDING	GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES	GO_RIBONUCLEOTIDE_BINDING	GO_ATPASE_ACTIVITY	GO_PROTEIN_HOMODIMERIZATION_ACTIVITY	GO_ACTIN_DEPENDENT_ATPASE_ACTIVITY	GO_ADENYL_NUCLEOTIDE_BINDING	GO_MICROFILAMENT_MOTOR_ACTIVITY	GO_MOTOR_ACTIVITY	GO_CATALYTIC_ACTIVITY_ACTING_ON_RNA	GO_PROTEIN_DIMERIZATION_ACTIVITY	GO_TUBULIN_BINDING	GO_RAC_GTPASE_BINDING	GO_SNORNA_BINDING	GO_PHOSPHOLIPASE_A2_INHIBITOR_ACTIVITY	GO_ADP_BINDING	GO_CALMODULIN_BINDING	GO_STRUCTURAL_MOLECULE_ACTIVITY	GO_PROTEIN_DOMAIN_SPECIFIC_BINDING	GO_GTPASE_BINDING	GO_TFIID_CLASS_TRANSCRIPTION_FACTOR_COMPLEX_BINDING	GO_MICROTUBULE_BINDING	GO_ANNEALING_ACTIVITY	GO_PHOSPHOLIPASE_INHIBITOR_ACTIVITY	GO_RNA_STEM_LOOP_BINDING	GO_SMALL_GTPASE_BINDING	GO_RHO_GTPASE_BINDING	GO_TRANSCRIPTION_FACTOR_BINDING	GO_DOUBLE_STRANDED_RNA_BINDING	GO_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING	GO_CADHERIN_BINDING_INVOLVED_IN_CELL_CELL_ADHESION	GO_LIPASE_INHIBITOR_ACTIVITY	GO_SMAD_BINDING	GO_RNA_POLYMERASE_II_GENERAL_TRANSCRIPTION_INITIATION_FACTOR_BINDING	GO_KINASE_BINDING	GO_RIBONUCLEASE_ACTIVITY	GO_RIBONUCLEOPROTEIN_COMPLEX_BINDING	GO_PHOSPHOLIPID_BINDING	GO_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY	GO_TRANSLATION_REGULATOR_ACTIVITY	GO_GENERAL_TRANSCRIPTION_INITIATION_FACTOR_BINDING	GO_TRANSCRIPTION_COREGULATOR_ACTIVITY	GO_HELICASE_ACTIVITY	GO_TRANSLATION_INITIATION_FACTOR_ACTIVITY	GO_CALCIUM_DEPENDENT_PHOSPHOLIPID_BINDING	GO_NAD_BINDING	GO_VITAMIN_B6_BINDING	GO_CELL_ADHESION_MEDIATOR_ACTIVITY	GO_MRNA_BINDING	GO_ENZYME_REGULATOR_ACTIVITY	GO_ENDORIBONUCLEASE_ACTIVITY	GO_TRANSCRIPTION_COREPRESSOR_ACTIVITY	GO_CHROMATIN_BINDING	GO_CATALYTIC_ACTIVITY_ACTING_ON_DNA	GO_NUCLEOSOME_BINDING	GO_NUCLEASE_ACTIVITY	GO_BASAL_TRANSCRIPTION_MACHINERY_BINDING	GO_CARBON_OXYGEN_LYASE_ACTIVITY	GO_MICROTUBULE_MOTOR_ACTIVITY	GO_RNA_HELICASE_ACTIVITY	GO_PEPTIDASE_REGULATOR_ACTIVITY	GO_CALCIUM_DEPENDENT_PROTEIN_BINDING	GO_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_BINDING	GO_TRANSLATION_FACTOR_ACTIVITY_RNA_BINDING	GO_HISTONE_BINDING	GO_ATPASE_BINDING	GO_SINGLE_STRANDED_RNA_BINDING	GO_TRANSFERASE_ACTIVITY_TRANSFERRING_ACYL_GROUPS	GO_PHOSPHATIDYLINOSITOL_BINDING	GO_STRUCTURAL_CONSTITUENT_OF_CYTOSKELETON	GO_ACETYLTRANSFERASE_ACTIVITY	GO_TRANSLATION_REGULATOR_ACTIVITY_NUCLEIC_ACID_BINDING	GO_HYDROLASE_ACTIVITY_ACTING_ON_ESTER_BONDS	GO_SINGLE_STRANDED_DNA_BINDING	GO_G_PROTEIN_COUPLED_RECEPTOR_BINDING	GO_PHOSPHATIDYLINOSITOL_BISPHOSPHATE_BINDING	GO_LIPID_BINDING	GO_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY	GO_ENDONUCLEASE_ACTIVITY	GO_HEAT_SHOCK_PROTEIN_BINDING	GO_TRANSITION_METAL_ION_BINDING	GO_ZINC_ION_BINDING	GO_GTPASE_ACTIVITY	GO_VITAMIN_BINDING	GO_ISOMERASE_ACTIVITY	GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN	GO_LIGASE_ACTIVITY	GO_ENZYME_INHIBITOR_ACTIVITY	GO_HEPARIN_BINDING
4627	MYH9	myosin heavy chain 9 [Source:HGNC Symbol;Acc:HGNC:7579]	GO_RNA_BINDING	GO_CYTOSKELETAL_PROTEIN_BINDING	GO_PROTEIN_CONTAINING_COMPLEX_BINDING	GO_CADHERIN_BINDING	GO_ACTIN_BINDING	GO_CELL_ADHESION_MOLECULE_BINDING	GO_ACTIN_FILAMENT_BINDING	GO_IDENTICAL_PROTEIN_BINDING	GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES	GO_RIBONUCLEOTIDE_BINDING	GO_ATPASE_ACTIVITY	GO_PROTEIN_HOMODIMERIZATION_ACTIVITY	GO_ACTIN_DEPENDENT_ATPASE_ACTIVITY	GO_ADENYL_NUCLEOTIDE_BINDING	GO_MICROFILAMENT_MOTOR_ACTIVITY	GO_MOTOR_ACTIVITY		GO_PROTEIN_DIMERIZATION_ACTIVITY					GO_ADP_BINDING	GO_CALMODULIN_BINDING		GO_PROTEIN_DOMAIN_SPECIFIC_BINDING																																																																						
2316	FLNA	filamin A [Source:HGNC Symbol;Acc:HGNC:3754]	GO_RNA_BINDING	GO_CYTOSKELETAL_PROTEIN_BINDING	GO_PROTEIN_CONTAINING_COMPLEX_BINDING	GO_CADHERIN_BINDING	GO_ACTIN_BINDING	GO_CELL_ADHESION_MOLECULE_BINDING	GO_ACTIN_FILAMENT_BINDING	GO_IDENTICAL_PROTEIN_BINDING				GO_PROTEIN_HOMODIMERIZATION_ACTIVITY						GO_PROTEIN_DIMERIZATION_ACTIVITY		GO_RAC_GTPASE_BINDING							GO_GTPASE_BINDING						GO_SMALL_GTPASE_BINDING	GO_RHO_GTPASE_BINDING	GO_TRANSCRIPTION_FACTOR_BINDING					GO_SMAD_BINDING		GO_KINASE_BINDING																																								GO_G_PROTEIN_COUPLED_RECEPTOR_BINDING														
4628	MYH10	myosin heavy chain 10 [Source:HGNC Symbol;Acc:HGNC:7568]	GO_RNA_BINDING	GO_CYTOSKELETAL_PROTEIN_BINDING	GO_PROTEIN_CONTAINING_COMPLEX_BINDING		GO_ACTIN_BINDING		GO_ACTIN_FILAMENT_BINDING		GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES	GO_RIBONUCLEOTIDE_BINDING	GO_ATPASE_ACTIVITY		GO_ACTIN_DEPENDENT_ATPASE_ACTIVITY	GO_ADENYL_NUCLEOTIDE_BINDING	GO_MICROFILAMENT_MOTOR_ACTIVITY	GO_MOTOR_ACTIVITY							GO_ADP_BINDING	GO_CALMODULIN_BINDING								GO_RNA_STEM_LOOP_BINDING																								GO_MRNA_BINDING																																								
23191	CYFIP1	cytoplasmic FMR1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:13759]	GO_RNA_BINDING	GO_CYTOSKELETAL_PROTEIN_BINDING	GO_PROTEIN_CONTAINING_COMPLEX_BINDING		GO_ACTIN_BINDING		GO_ACTIN_FILAMENT_BINDING													GO_RAC_GTPASE_BINDING							GO_GTPASE_BINDING						GO_SMALL_GTPASE_BINDING	GO_RHO_GTPASE_BINDING													GO_TRANSLATION_REGULATOR_ACTIVITY																																																	
7175	TPR	translocated promoter region, nuclear basket protein [Source:HGNC Symbol;Acc:HGNC:12017]	GO_RNA_BINDING	GO_CYTOSKELETAL_PROTEIN_BINDING	GO_PROTEIN_CONTAINING_COMPLEX_BINDING					GO_IDENTICAL_PROTEIN_BINDING				GO_PROTEIN_HOMODIMERIZATION_ACTIVITY						GO_PROTEIN_DIMERIZATION_ACTIVITY	GO_TUBULIN_BINDING						GO_STRUCTURAL_MOLECULE_ACTIVITY																	GO_KINASE_BINDING														GO_MRNA_BINDING				GO_CHROMATIN_BINDING																											GO_HEAT_SHOCK_PROTEIN_BINDING									
2317	FLNB	filamin B [Source:HGNC Symbol;Acc:HGNC:3755]	GO_RNA_BINDING	GO_CYTOSKELETAL_PROTEIN_BINDING		GO_CADHERIN_BINDING	GO_ACTIN_BINDING	GO_CELL_ADHESION_MOLECULE_BINDING		GO_IDENTICAL_PROTEIN_BINDING																																																																																								
5339	PLEC	plectin [Source:HGNC Symbol;Acc:HGNC:9069]	GO_RNA_BINDING	GO_CYTOSKELETAL_PROTEIN_BINDING		GO_CADHERIN_BINDING	GO_ACTIN_BINDING	GO_CELL_ADHESION_MOLECULE_BINDING																			GO_STRUCTURAL_MOLECULE_ACTIVITY																																																				GO_STRUCTURAL_CONSTITUENT_OF_CYTOSKELETON																			
302	ANXA2	annexin A2 [Source:HGNC Symbol;Acc:HGNC:537]	GO_RNA_BINDING	GO_CYTOSKELETAL_PROTEIN_BINDING		GO_CADHERIN_BINDING		GO_CELL_ADHESION_MOLECULE_BINDING		GO_IDENTICAL_PROTEIN_BINDING														GO_PHOSPHOLIPASE_A2_INHIBITOR_ACTIVITY					GO_GTPASE_BINDING				GO_PHOSPHOLIPASE_INHIBITOR_ACTIVITY		GO_SMALL_GTPASE_BINDING					GO_CADHERIN_BINDING_INVOLVED_IN_CELL_CELL_ADHESION	GO_LIPASE_INHIBITOR_ACTIVITY						GO_PHOSPHOLIPID_BINDING							GO_CALCIUM_DEPENDENT_PHOSPHOLIPID_BINDING			GO_CELL_ADHESION_MEDIATOR_ACTIVITY		GO_ENZYME_REGULATOR_ACTIVITY											GO_PEPTIDASE_REGULATOR_ACTIVITY	GO_CALCIUM_DEPENDENT_PROTEIN_BINDING	GO_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_BINDING						GO_PHOSPHATIDYLINOSITOL_BINDING							GO_PHOSPHATIDYLINOSITOL_BISPHOSPHATE_BINDING	GO_LIPID_BINDING											GO_ENZYME_INHIBITOR_ACTIVITY	
55920	RCC2	regulator of chromosome condensation 2 [Source:HGNC Symbol;Acc:HGNC:30297]	GO_RNA_BINDING	GO_CYTOSKELETAL_PROTEIN_BINDING																	GO_TUBULIN_BINDING	GO_RAC_GTPASE_BINDING						GO_PROTEIN_DOMAIN_SPECIFIC_BINDING	GO_GTPASE_BINDING		GO_MICROTUBULE_BINDING				GO_SMALL_GTPASE_BINDING	GO_RHO_GTPASE_BINDING								GO_KINASE_BINDING																																																						
