
Entrez Gene Id	Gene Symbol	Gene Description	KEGG_RIBOSOME	KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	KEGG_CELL_CYCLE	KEGG_PEROXISOME	KEGG_CITRATE_CYCLE_TCA_CYCLE	KEGG_PYRUVATE_METABOLISM	KEGG_OOCYTE_MEIOSIS	KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	KEGG_ARGININE_AND_PROLINE_METABOLISM	KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	KEGG_HUNTINGTONS_DISEASE	KEGG_FOCAL_ADHESION	KEGG_PROPANOATE_METABOLISM	KEGG_BUTANOATE_METABOLISM	KEGG_SPLICEOSOME	KEGG_TRYPTOPHAN_METABOLISM	KEGG_FATTY_ACID_METABOLISM	KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	KEGG_GLUTATHIONE_METABOLISM	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	KEGG_ENDOCYTOSIS	KEGG_GLYCOLYSIS_GLUCONEOGENESIS	KEGG_VIRAL_MYOCARDITIS	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	KEGG_TGF_BETA_SIGNALING_PATHWAY	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	KEGG_MAPK_SIGNALING_PATHWAY	KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	KEGG_PARKINSONS_DISEASE	KEGG_TIGHT_JUNCTION	KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS
25873	RPL36	ribosomal protein L36 [Source:HGNC Symbol;Acc:HGNC:13631]	KEGG_RIBOSOME																														
6135	RPL11	ribosomal protein L11 [Source:HGNC Symbol;Acc:HGNC:10301]	KEGG_RIBOSOME																														
6156	RPL30	ribosomal protein L30 [Source:HGNC Symbol;Acc:HGNC:10333]	KEGG_RIBOSOME																														
6202	RPS8	ribosomal protein S8 [Source:HGNC Symbol;Acc:HGNC:10441]	KEGG_RIBOSOME																														
6227	RPS21	ribosomal protein S21 [Source:HGNC Symbol;Acc:HGNC:10409]	KEGG_RIBOSOME																														
6228	RPS23	ribosomal protein S23 [Source:HGNC Symbol;Acc:HGNC:10410]	KEGG_RIBOSOME																														
55699	IARS2	isoleucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:29685]		KEGG_AMINOACYL_TRNA_BIOSYNTHESIS								KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS																					
1615	DARS1	aspartyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:2678]		KEGG_AMINOACYL_TRNA_BIOSYNTHESIS																													
4677	NARS1	asparaginyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:7643]		KEGG_AMINOACYL_TRNA_BIOSYNTHESIS																													
5917	RARS1	arginyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:9870]		KEGG_AMINOACYL_TRNA_BIOSYNTHESIS																													
10971	YWHAQ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta [Source:HGNC Symbol;Acc:HGNC:12854]			KEGG_CELL_CYCLE				KEGG_OOCYTE_MEIOSIS	KEGG_NEUROTROPHIN_SIGNALING_PATHWAY												KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION											
7532	YWHAG	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma [Source:HGNC Symbol;Acc:HGNC:12852]			KEGG_CELL_CYCLE				KEGG_OOCYTE_MEIOSIS	KEGG_NEUROTROPHIN_SIGNALING_PATHWAY																							
7533	YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta [Source:HGNC Symbol;Acc:HGNC:12853]			KEGG_CELL_CYCLE				KEGG_OOCYTE_MEIOSIS	KEGG_NEUROTROPHIN_SIGNALING_PATHWAY																							
6500	SKP1	S-phase kinase associated protein 1 [Source:HGNC Symbol;Acc:HGNC:10899]			KEGG_CELL_CYCLE				KEGG_OOCYTE_MEIOSIS																		KEGG_TGF_BETA_SIGNALING_PATHWAY						KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS
4174	MCM5	minichromosome maintenance complex component 5 [Source:HGNC Symbol;Acc:HGNC:6948]			KEGG_CELL_CYCLE																												
3417	IDH1	isocitrate dehydrogenase (NADP(+)) 1 [Source:HGNC Symbol;Acc:HGNC:5382]				KEGG_PEROXISOME	KEGG_CITRATE_CYCLE_TCA_CYCLE														KEGG_GLUTATHIONE_METABOLISM												
847	CAT	catalase [Source:HGNC Symbol;Acc:HGNC:1516]				KEGG_PEROXISOME												KEGG_TRYPTOPHAN_METABOLISM															
30	ACAA1	acetyl-CoA acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:82]				KEGG_PEROXISOME													KEGG_FATTY_ACID_METABOLISM	KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION													
10654	PMVK	phosphomevalonate kinase [Source:HGNC Symbol;Acc:HGNC:9141]				KEGG_PEROXISOME																											
5162	PDHB	pyruvate dehydrogenase E1 subunit beta [Source:HGNC Symbol;Acc:HGNC:8808]					KEGG_CITRATE_CYCLE_TCA_CYCLE	KEGG_PYRUVATE_METABOLISM				KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS				KEGG_BUTANOATE_METABOLISM								KEGG_GLYCOLYSIS_GLUCONEOGENESIS									
1431	CS	citrate synthase [Source:HGNC Symbol;Acc:HGNC:2422]					KEGG_CITRATE_CYCLE_TCA_CYCLE																										
217	ALDH2	aldehyde dehydrogenase 2 family member [Source:HGNC Symbol;Acc:HGNC:404]						KEGG_PYRUVATE_METABOLISM			KEGG_ARGININE_AND_PROLINE_METABOLISM				KEGG_PROPANOATE_METABOLISM	KEGG_BUTANOATE_METABOLISM		KEGG_TRYPTOPHAN_METABOLISM	KEGG_FATTY_ACID_METABOLISM	KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION				KEGG_GLYCOLYSIS_GLUCONEOGENESIS									
31	ACACA	acetyl-CoA carboxylase alpha [Source:HGNC Symbol;Acc:HGNC:84]						KEGG_PYRUVATE_METABOLISM							KEGG_PROPANOATE_METABOLISM																		
5781	PTPN11	protein tyrosine phosphatase non-receptor type 11 [Source:HGNC Symbol;Acc:HGNC:9644]								KEGG_NEUROTROPHIN_SIGNALING_PATHWAY																				KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION			
51056	LAP3	leucine aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:18449]									KEGG_ARGININE_AND_PROLINE_METABOLISM										KEGG_GLUTATHIONE_METABOLISM												
65263	PYCR3	pyrroline-5-carboxylate reductase 3 [Source:HGNC Symbol;Acc:HGNC:25846]									KEGG_ARGININE_AND_PROLINE_METABOLISM																						
1213	CLTC	clathrin heavy chain [Source:HGNC Symbol;Acc:HGNC:2092]											KEGG_HUNTINGTONS_DISEASE										KEGG_ENDOCYTOSIS										
6667	SP1	Sp1 transcription factor [Source:HGNC Symbol;Acc:HGNC:11205]											KEGG_HUNTINGTONS_DISEASE														KEGG_TGF_BETA_SIGNALING_PATHWAY						
291	SLC25A4	solute carrier family 25 member 4 [Source:HGNC Symbol;Acc:HGNC:10990]											KEGG_HUNTINGTONS_DISEASE																		KEGG_PARKINSONS_DISEASE		
7388	UQCRH	ubiquinol-cytochrome c reductase hinge protein [Source:HGNC Symbol;Acc:HGNC:12590]											KEGG_HUNTINGTONS_DISEASE																		KEGG_PARKINSONS_DISEASE		
87	ACTN1	actinin alpha 1 [Source:HGNC Symbol;Acc:HGNC:163]												KEGG_FOCAL_ADHESION												KEGG_REGULATION_OF_ACTIN_CYTOSKELETON				KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION		KEGG_TIGHT_JUNCTION	
2316	FLNA	filamin A [Source:HGNC Symbol;Acc:HGNC:3754]												KEGG_FOCAL_ADHESION															KEGG_MAPK_SIGNALING_PATHWAY				
2317	FLNB	filamin B [Source:HGNC Symbol;Acc:HGNC:3755]												KEGG_FOCAL_ADHESION															KEGG_MAPK_SIGNALING_PATHWAY				
2318	FLNC	filamin C [Source:HGNC Symbol;Acc:HGNC:3756]												KEGG_FOCAL_ADHESION															KEGG_MAPK_SIGNALING_PATHWAY				
10594	PRPF8	pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]															KEGG_SPLICEOSOME																
4670	HNRNPM	heterogeneous nuclear ribonucleoprotein M [Source:HGNC Symbol;Acc:HGNC:5046]															KEGG_SPLICEOSOME																
7919	DDX39B	DExD-box helicase 39B [Source:HGNC Symbol;Acc:HGNC:13917]															KEGG_SPLICEOSOME																
10552	ARPC1A	actin related protein 2/3 complex subunit 1A [Source:HGNC Symbol;Acc:HGNC:703]																				KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION				KEGG_REGULATION_OF_ACTIN_CYTOSKELETON							
51510	CHMP5	charged multivesicular body protein 5 [Source:HGNC Symbol;Acc:HGNC:26942]																					KEGG_ENDOCYTOSIS										
55738	ARFGAP1	ADP ribosylation factor GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:15852]																					KEGG_ENDOCYTOSIS										
4627	MYH9	myosin heavy chain 9 [Source:HGNC Symbol;Acc:HGNC:7579]																							KEGG_VIRAL_MYOCARDITIS	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON						KEGG_TIGHT_JUNCTION	
1981	EIF4G1	eukaryotic translation initiation factor 4 gamma 1 [Source:HGNC Symbol;Acc:HGNC:3296]																							KEGG_VIRAL_MYOCARDITIS								
3308	HSPA4	heat shock protein family A (Hsp70) member 4 [Source:HGNC Symbol;Acc:HGNC:5237]																										KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION					
6892	TAPBP	TAP binding protein [Source:HGNC Symbol;Acc:HGNC:11566]																										KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION					
55236	UBA6	ubiquitin like modifier activating enzyme 6 [Source:HGNC Symbol;Acc:HGNC:25581]																															KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS
10910	SUGT1	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone [Source:HGNC Symbol;Acc:HGNC:16987]																															
1778	DYNC1H1	dynein cytoplasmic 1 heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:2961]																															
10963	STIP1	stress induced phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:11387]																															
10051	SMC4	structural maintenance of chromosomes 4 [Source:HGNC Symbol;Acc:HGNC:14013]																															
10120	ACTR1B	actin related protein 1B [Source:HGNC Symbol;Acc:HGNC:168]																															
10128	LRPPRC	leucine rich pentatricopeptide repeat containing [Source:HGNC Symbol;Acc:HGNC:15714]																															
10528	NOP56	NOP56 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:15911]																															
10694	CCT8	chaperonin containing TCP1 subunit 8 [Source:HGNC Symbol;Acc:HGNC:1623]																															
10801	SEPTIN9	septin 9 [Source:HGNC Symbol;Acc:HGNC:7323]																															
10808	HSPH1	heat shock protein family H (Hsp110) member 1 [Source:HGNC Symbol;Acc:HGNC:16969]																															
10970	CKAP4	cytoskeleton associated protein 4 [Source:HGNC Symbol;Acc:HGNC:16991]																															
10985	GCN1	GCN1 activator of EIF2AK4 [Source:HGNC Symbol;Acc:HGNC:4199]																															
160428	ALDH1L2	aldehyde dehydrogenase 1 family member L2 [Source:HGNC Symbol;Acc:HGNC:26777]																															
1653	DDX1	DEAD-box helicase 1 [Source:HGNC Symbol;Acc:HGNC:2734]																															
2098	ESD	esterase D [Source:HGNC Symbol;Acc:HGNC:3465]																															
